ZCTA5CE,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
15219,B5,G6350,S,6006825,10968,+40.4442795,-079.9798502
15108,B5,G6350,S,102060372,36984,+40.5005122,-080.1932552
15218,B5,G6350,S,6177033,0,+40.4240603,-079.8894044
15131,B5,G6350,S,19991716,0,+40.3366963,-079.7993033
15112,B5,G6350,S,1887409,0,+40.4028838,-079.8377965
15148,B5,G6350,S,2985142,0,+40.3933359,-079.7947644
15020,B5,G6350,S,5227223,0,+40.2317409,-079.9458567
15089,B5,G6350,S,63424457,4956,+40.2194363,-079.7277699
15051,B5,G6350,S,1966925,0,+40.5680721,-079.8646036
15686,B5,G6350,S,44432597,189252,+40.6080217,-079.4190368
15618,B5,G6350,S,36151535,0,+40.5364734,-079.4730059
16224,B5,G6350,S,53787132,204024,+41.0659586,-079.3041863
16123,B5,G6350,S,56057279,18074,+40.8219318,-080.1965132
16694,B5,G6350,S,893203,0,+40.1685019,-078.1398418
19530,B5,G6350,S,142621746,349046,+40.5391510,-075.7816195
19539,B5,G6350,S,58075241,165944,+40.4809945,-075.6874350
19551,B5,G6350,S,68089132,203051,+40.3609866,-076.1373985
19565,B5,G6350,S,46318420,105467,+40.3416291,-076.0885247
19525,B5,G6350,S,45695109,7457,+40.3056489,-075.5850130
18092,B5,G6350,S,37662590,86174,+40.4698145,-075.5131697
16601,B5,G6350,S,227208059,1223459,+40.5591735,-078.3727593
16665,B5,G6350,S,265411,0,+40.3931525,-078.4354842
18833,B5,G6350,S,269020754,1671747,+41.5971688,-076.4836208
16914,B5,G6350,S,205199099,970381,+41.8535544,-076.7693957
18831,B5,G6350,S,80841637,510460,+41.8942234,-076.5981178
18817,B5,G6350,S,6214804,20582,+41.8727224,-076.6316108
18929,B5,G6350,S,20188549,237926,+40.2542928,-075.0784922
19067,B5,G6350,S,82316086,3605389,+40.2005174,-074.8146821
19006,B5,G6350,S,36545649,0,+40.1328047,-075.0621694
18927,B5,G6350,S,1785340,3240,+40.3171626,-075.2519617
16001,B5,G6350,S,198415466,1163673,+40.9100252,-079.9451912
16023,B5,G6350,S,70547339,0,+40.7856180,-079.7501251
16052,B5,G6350,S,43334306,31475,+40.8999418,-080.0618313
16035,B5,G6350,S,483836,7077,+41.1022611,-080.0015399
15760,B5,G6350,S,2585048,0,+40.6518729,-078.7990582
15948,B5,G6350,S,1517460,0,+40.4902443,-078.7666717
18624,B5,G6350,S,48295171,1275176,+41.0535921,-075.6411346
18250,B5,G6350,S,22087267,1217768,+40.8214702,-075.8426172
18216,B5,G6350,S,21046650,396245,+40.9425942,-075.8906197
16875,B5,G6350,S,213482974,71790,+40.8407404,-077.5873994
19355,B5,G6350,S,99676931,589990,+40.0468337,-075.5313592
19390,B5,G6350,S,71869588,382355,+39.8360968,-075.8423590
19372,B5,G6350,S,1623275,4334,+39.9983966,-075.7584566
16225,B5,G6350,S,10190625,2841,+41.2402429,-079.2640530
15801,B5,G6350,S,193033529,3005704,+41.1308286,-078.7085911
16651,B5,G6350,S,129065290,606633,+40.8515818,-078.3800568
16843,B5,G6350,S,451184,212,+41.0017774,-078.4630122
16692,B5,G6350,S,40961685,184111,+40.7508272,-078.7108016
16840,B5,G6350,S,3267531,24534,+40.9354837,-078.2092920
16837,B5,G6350,S,2191681,5841,+40.9454404,-078.4744510
17721,B5,G6350,S,3450687,0,+41.1797316,-077.3218013
17740,B5,G6350,S,408481284,910201,+41.2472670,-077.2729759
17778,B5,G6350,S,189470114,319685,+41.2745698,-077.9563429
18635,B5,G6350,S,100442432,152010,+41.0292397,-076.2013465
17821,B5,G6350,S,365442655,2606789,+40.9891833,-076.6438638
17814,B5,G6350,S,321634816,1763819,+41.2580214,-076.3768691
17756,B5,G6350,S,281614576,1025532,+41.2048631,-076.7296185
16435,B5,G6350,S,143666281,2315,+41.8171585,-080.3792112
16360,B5,G6350,S,80932568,272678,+41.6796426,-079.8905177
16131,B5,G6350,S,55647442,431599,+41.5505219,-080.3782295
16407,B5,G6350,S,288954826,421920,+41.9157893,-079.6846679
17065,B5,G6350,S,35319523,442323,+40.0980118,-077.1942041
17033,B5,G6350,S,70241205,70484,+40.2643778,-076.6236683
17018,B5,G6350,S,105322367,28145,+40.4221217,-076.8259310
19041,B5,G6350,S,8579081,5779,+40.0044842,-075.3200021
19063,B5,G6350,S,59763602,1391426,+39.9186237,-075.4167585
19076,B5,G6350,S,1960980,30171,+39.8860972,-075.3073695
19070,B5,G6350,S,2803336,0,+39.9062526,-075.3245537
19081,B5,G6350,S,5861709,0,+39.8978808,-075.3470679
15846,B5,G6350,S,237217144,150143,+41.3229105,-078.5727365
15857,B5,G6350,S,264441452,525914,+41.4552834,-078.5198750
15827,B5,G6350,S,80952,0,+41.2932327,-078.5059930
16428,B5,G6350,S,189970456,1557792,+42.1714636,-079.8314879
16417,B5,G6350,S,122346234,761161,+41.9714108,-080.3138191
16426,B5,G6350,S,65659887,294382,+41.9727219,-080.1525155
14724,B5,G6350,S,190560614,1523361,+42.0463283,-079.6698300
15425,B5,G6350,S,160820325,11752,+40.0295113,-079.5479102
15461,B5,G6350,S,28677571,0,+39.8426111,-079.8983645
15488,B5,G6350,S,4604827,0,+39.9762597,-079.7459490
15476,B5,G6350,S,640096,0,+39.8694588,-079.9203708
15437,B5,G6350,S,168824274,207839,+39.7916761,-079.6067852
15683,B5,G6350,S,40871009,25216,+40.1072188,-079.6083495
15456,B5,G6350,S,18778685,23627,+39.9264071,-079.6520069
15446,B5,G6350,S,2912576,0,+40.0357717,-079.3740583
17262,B5,G6350,S,79058186,20849,+40.1419031,-077.7315932
17244,B5,G6350,S,123447989,451383,+40.0545209,-077.6787863
17237,B5,G6350,S,6737705,0,+39.8282629,-077.5392149
17214,B5,G6350,S,14713689,0,+39.7589190,-077.4707817
17238,B5,G6350,S,126658984,0,+39.8540721,-078.1345459
15320,B5,G6350,S,91855355,68290,+39.8762315,-079.9902649
15325,B5,G6350,S,247252,0,+39.9482454,-079.9660142
17243,B5,G6350,S,170128235,0,+40.2846221,-077.8176823
17052,B5,G6350,S,99819084,0,+40.3151683,-077.9800749
15710,B5,G6350,S,3171448,0,+40.6414217,-078.8625940
15851,B5,G6350,S,236031168,1489127,+41.1052117,-078.9021691
15764,B5,G6350,S,4375341,17248,+40.9926216,-079.0287103
17058,B5,G6350,S,52580461,0,+40.4931532,-077.5314431
17076,B5,G6350,S,2117519,0,+40.6206368,-077.3090840
17853,B5,G6350,S,106342678,295145,+40.6879836,-077.0106713
18407,B5,G6350,S,131118165,2031708,+41.5809829,-075.5201958
18505,B5,G6350,S,23094792,580856,+41.3862024,-075.6515270
18414,B5,G6350,S,105706646,571651,+41.5418944,-075.7454012
18452,B5,G6350,S,4992271,0,+41.4836405,-075.5898279
18434,B5,G6350,S,6668816,4207,+41.4719093,-075.5607359
17540,B5,G6350,S,53834043,130497,+40.0975863,-076.1898085
17502,B5,G6350,S,25246054,124251,+40.1066433,-076.6664280
17554,B5,G6350,S,9477976,21373,+40.0377834,-076.4232766
17518,B5,G6350,S,37258259,172926,+39.8089295,-076.2530137
17576,B5,G6350,S,132304,9059,+40.0371954,-076.1967600
16112,B5,G6350,S,18051371,840259,+40.9690363,-080.5000238
16140,B5,G6350,S,472545,0,+41.0953902,-080.5135448
16127,B5,G6350,S,195979040,1283739,+41.1801957,-080.0628979
17088,B5,G6350,S,3993584,0,+40.3011806,-076.2924786
18109,B5,G6350,S,21689474,109504,+40.6369380,-075.4398930
18066,B5,G6350,S,116935981,376947,+40.6634136,-075.7401289
18018,B5,G6350,S,13510670,150700,+40.6275944,-075.3955839
18612,B5,G6350,S,143173602,3121771,+41.3602990,-075.9800904
18701,B5,G6350,S,1408363,0,+41.2434389,-075.8851026
17758,B5,G6350,S,189878171,945426,+41.3295445,-076.5018249
17739,B5,G6350,S,46180251,68147,+41.3898793,-077.4230982
16701,B5,G6350,S,449366483,1261711,+41.9186359,-078.7502364
16727,B5,G6350,S,10106831,0,+41.9805463,-078.5305524
16130,B5,G6350,S,80933806,1285682,+41.4446318,-080.2229489
16362,B5,G6350,S,60228237,10450,+41.4504967,-079.9651787
16151,B5,G6350,S,106891,0,+41.4429355,-080.2056383
17002,B5,G6350,S,9499713,2089,+40.5279925,-077.8291697
17841,B5,G6350,S,184475317,375460,+40.7254005,-077.3634661
18325,B5,G6350,S,95071275,1487443,+41.2047635,-075.2253012
18370,B5,G6350,S,8026226,65187,+41.0924079,-075.3395370
18357,B5,G6350,S,12094818,453402,+41.2328128,-075.2164989
19118,B5,G6350,S,8633354,160492,+40.0724432,-075.2124149
19031,B5,G6350,S,7834376,0,+40.1083617,-075.2176032
19438,B5,G6350,S,55834440,16902,+40.2689281,-075.3909681
19403,B5,G6350,S,59707599,42012,+40.1497172,-075.3783720
19001,B5,G6350,S,9090071,0,+40.1254891,-075.1258509
19406,B5,G6350,S,34689150,133594,+40.0941753,-075.3848598
19472,B5,G6350,S,216195,0,+40.3376041,-075.5751390
19435,B5,G6350,S,1454180,0,+40.3308520,-075.5685811
18035,B5,G6350,S,1024761,7547,+40.7446912,-075.5411759
18343,B5,G6350,S,52248257,910185,+40.8896633,-075.1093462
18083,B5,G6350,S,1627669,63000,+40.7549523,-075.2670855
18088,B5,G6350,S,46956239,536649,+40.7656924,-075.5575091
17830,B5,G6350,S,59520841,182420,+40.6738517,-076.7763419
17851,B5,G6350,S,40565993,500479,+40.8028002,-076.4247006
19147,B5,G6350,S,3724073,0,+39.9359625,-075.1539328
19143,B5,G6350,S,8156241,34120,+39.9438059,-075.2265512
19129,B5,G6350,S,4774901,80165,+40.0117513,-075.1845473
19148,B5,G6350,S,10965752,1214,+39.9131297,-075.1554206
19140,B5,G6350,S,8074425,14607,+40.0117888,-075.1452818
19112,B5,G6350,S,4446539,39141,+39.8931555,-075.1689439
19136,B5,G6350,S,12150755,440853,+40.0402722,-075.0206025
18337,B5,G6350,S,220801643,3156726,+41.3299321,-074.8860544
18428,B5,G6350,S,404806748,14704586,+41.4211061,-075.1344893
18328,B5,G6350,S,237074062,7714432,+41.2158336,-075.0159758
18458,B5,G6350,S,126197428,3934455,+41.4170054,-074.9172036
18405,B5,G6350,S,82862153,2096471,+41.5997220,-075.0882001
18340,B5,G6350,S,7714832,9664,+41.4178414,-074.7652994
16927,B5,G6350,S,47502869,0,+41.9599848,-077.6598989
16943,B5,G6350,S,92228732,43527,+41.8302512,-077.6127915
16922,B5,G6350,S,426146277,235909,+41.6662290,-077.7023001
17967,B5,G6350,S,75692076,488111,+40.8560488,-076.2159532
17921,B5,G6350,S,105859195,72393,+40.7445758,-076.3577239
17961,B5,G6350,S,61347987,106158,+40.6496977,-076.0609464
17981,B5,G6350,S,75619207,141430,+40.6326558,-076.3787099
17931,B5,G6350,S,27730559,237415,+40.7864914,-076.2145747
17976,B5,G6350,S,25899190,435861,+40.8228784,-076.2014480
17952,B5,G6350,S,4237794,0,+40.7644514,-076.0608954
17978,B5,G6350,S,6835822,0,+40.6258158,-076.6196000
18237,B5,G6350,S,13459600,280377,+40.8848838,-075.9785942
17889,B5,G6350,S,60962309,593203,+40.8774421,-076.9216456
15558,B5,G6350,S,84308176,45120,+39.7624835,-079.0796267
15924,B5,G6350,S,77909061,0,+40.1103579,-078.7729278
15560,B5,G6350,S,379954,0,+40.0169364,-078.9072272
18626,B5,G6350,S,27618096,544223,+41.3982573,-076.5236771
18823,B5,G6350,S,4229669,148897,+41.7850367,-075.6920520
18825,B5,G6350,S,11476897,65499,+41.8261025,-075.5975915
18430,B5,G6350,S,3816924,0,+41.7585270,-075.4972276
16917,B5,G6350,S,98188605,95170,+41.7294529,-077.0792776
16940,B5,G6350,S,8085376,0,+41.9862556,-077.2350688
16323,B5,G6350,S,255382911,0,+41.4112026,-079.8322875
16344,B5,G6350,S,4125224,0,+41.4642114,-079.6861520
16352,B5,G6350,S,27768357,5238,+41.7671109,-079.0233122
15368,B5,G6350,S,572526,0,+40.0157532,-079.9910219
15412,B5,G6350,S,2070439,0,+40.0985957,-079.8499128
15313,B5,G6350,S,1407235,0,+40.0688350,-080.0228507
15038,B5,G6350,S,247005,0,+40.2512572,-079.9250522
18473,B5,G6350,S,4442632,293849,+41.5221421,-075.2172062
18456,B5,G6350,S,11382049,1310025,+41.6266615,-075.3458705
15692,B5,G6350,S,471390,0,+40.3307746,-079.6778753
15635,B5,G6350,S,2567249,13683,+40.3527489,-079.4864660
15684,B5,G6350,S,8874429,0,+40.4630046,-079.5207610
15685,B5,G6350,S,4275231,4552,+40.1879178,-079.5209663
15647,B5,G6350,S,432477,0,+40.3417539,-079.7212531
15646,B5,G6350,S,26009997,0,+40.0904633,-079.3079472
17309,B5,G6350,S,60912548,0,+39.8742850,-076.4504531
17368,B5,G6350,S,48221033,0,+39.9877637,-076.5228920
17401,B5,G6350,S,430590,7483,+39.9624622,-076.7290527
17340,B5,G6350,S,102265420,237317,+39.7539935,-077.1166814
17350,B5,G6350,S,113614544,1267994,+39.8900884,-077.0793994
17304,B5,G6350,S,62114674,345994,+39.9712796,-077.2285047
17019,B5,G6350,S,156357231,197940,+40.0919731,-077.0110630
15235,B5,G6350,S,39472299,0,+40.4612224,-079.8232638
15106,B5,G6350,S,25398316,0,+40.4091368,-080.1103360
15217,B5,G6350,S,10166744,0,+40.4308944,-079.9228339
15221,B5,G6350,S,16688845,20299,+40.4344055,-079.8636595
15229,B5,G6350,S,9985433,0,+40.5196523,-080.0387872
15101,B5,G6350,S,50850981,251450,+40.5780128,-079.9626036
15031,B5,G6350,S,730681,0,+40.3466515,-080.1650280
15145,B5,G6350,S,5144547,0,+40.4158757,-079.8233271
15076,B5,G6350,S,2633131,0,+40.6071000,-079.8370884
15003,B5,G6350,S,18894917,20718,+40.6035799,-080.2162553
16049,B5,G6350,S,233819122,187987,+41.0993344,-079.6723479
16250,B5,G6350,S,11311859,0,+40.7761174,-079.2375027
15736,B5,G6350,S,4511509,0,+40.7074067,-079.3415960
15059,B5,G6350,S,36617923,0,+40.7004782,-080.4994382
15066,B5,G6350,S,59379684,0,+40.7518429,-080.2500795
16037,B5,G6350,S,92275527,203258,+40.8426106,-080.1337513
15537,B5,G6350,S,301517868,1185710,+39.9906828,-078.3743314
16667,B5,G6350,S,47513144,165527,+40.1837958,-078.5270995
16673,B5,G6350,S,95562689,0,+40.2996404,-078.3896555
16695,B5,G6350,S,27709654,71787,+40.2030346,-078.3367832
16662,B5,G6350,S,140146453,13716,+40.2950207,-078.2971530
19611,B5,G6350,S,5218500,4330,+40.3246502,-075.9429521
19559,B5,G6350,S,1702682,14279,+40.4923075,-076.1848531
18070,B5,G6350,S,8242917,5085,+40.4314207,-075.5403646
19609,B5,G6350,S,6246773,1139,+40.3283126,-075.9972852
17569,B5,G6350,S,45945449,302339,+40.2796061,-076.1064312
19503,B5,G6350,S,1537319,2670,+40.4025203,-075.5817638
16641,B5,G6350,S,20955857,0,+40.4891115,-078.5450727
16617,B5,G6350,S,6333851,8592,+40.6032694,-078.3322106
16637,B5,G6350,S,33177753,0,+40.3393421,-078.4614707
16682,B5,G6350,S,40297,0,+40.2717116,-078.4591985
16925,B5,G6350,S,203104111,619464,+41.9519964,-076.7939130
16936,B5,G6350,S,126365766,140180,+41.9332158,-076.9726134
18853,B5,G6350,S,260221708,3228487,+41.7249557,-076.2679514
18837,B5,G6350,S,236554339,1001961,+41.9150541,-076.3028378
18976,B5,G6350,S,28873145,245033,+40.2489054,-075.1434406
18954,B5,G6350,S,16881562,110776,+40.2254129,-074.9929569
18940,B5,G6350,S,84655748,522307,+40.2615101,-074.9364599
19440,B5,G6350,S,30195189,21157,+40.2842663,-075.2911320
16024,B5,G6350,S,817060,0,+40.7387727,-080.0342388
16034,B5,G6350,S,50870682,8758,+40.8635795,-079.7284881
15955,B5,G6350,S,84177435,1649166,+40.3136179,-078.6939415
15906,B5,G6350,S,97215814,92507,+40.3824540,-078.9453454
15958,B5,G6350,S,44770862,87741,+40.3875243,-078.7304218
15957,B5,G6350,S,19834147,31858,+40.5681936,-078.8934071
16639,B5,G6350,S,121552506,70256,+40.6818790,-078.4632860
18071,B5,G6350,S,75120821,0,+40.8329431,-075.5830182
18229,B5,G6350,S,134874883,305380,+40.9393338,-075.7066305
18255,B5,G6350,S,155269985,141714,+40.9340779,-075.8417270
16822,B5,G6350,S,77126959,476163,+41.1019792,-077.5977891
16856,B5,G6350,S,163245,0,+40.9301341,-077.6463149
19087,B5,G6350,S,40881131,68972,+40.0620985,-075.4003942
19330,B5,G6350,S,84080299,333213,+39.8718981,-075.9144234
19380,B5,G6350,S,81301534,957509,+39.9837689,-075.6012220
19311,B5,G6350,S,31536258,225400,+39.8195733,-075.7635223
19425,B5,G6350,S,70036948,590897,+40.0982815,-075.6332389
19457,B5,G6350,S,1012818,4066,+40.2068807,-075.5857511
19073,B5,G6350,S,51965672,339284,+39.9842527,-075.4248852
16248,B5,G6350,S,148407694,728246,+41.0373732,-079.5055607
16879,B5,G6350,S,7067478,17753,+40.9741975,-078.1636794
15848,B5,G6350,S,59750113,323443,+41.0301543,-078.7105803
15742,B5,G6350,S,69023682,100492,+40.8111816,-078.8579282
15856,B5,G6350,S,135963694,1029672,+41.0877300,-078.5992983
17748,B5,G6350,S,15599360,3663,+41.1294656,-077.3630842
17985,B5,G6350,S,66191383,292545,+40.9123025,-076.2166475
17824,B5,G6350,S,76175987,237369,+40.8523101,-076.5053527
18631,B5,G6350,S,5958149,19977,+41.0301169,-076.2972818
16335,B5,G6350,S,294930100,4027450,+41.6310174,-080.1558684
16327,B5,G6350,S,166652048,839805,+41.6370819,-079.9595660
16438,B5,G6350,S,259534209,2047509,+41.8903778,-079.8472067
16422,B5,G6350,S,1016784,0,+41.6667993,-080.3217002
16434,B5,G6350,S,172270583,734001,+41.7969035,-079.6686252
17050,B5,G6350,S,83659342,741080,+40.2480884,-077.0250856
17266,B5,G6350,S,3432102,4508,+40.0885998,-077.4129288
17104,B5,G6350,S,7024272,0,+40.2569310,-076.8589588
17110,B5,G6350,S,34685018,365002,+40.3158739,-076.8766952
17109,B5,G6350,S,19584469,0,+40.2901243,-076.8248344
17080,B5,G6350,S,1237535,0,+40.6406518,-076.8028082
19113,B5,G6350,S,5849737,466,+39.8706785,-075.2477819
19013,B5,G6350,S,14197284,21716,+39.8481978,-075.3780939
19086,B5,G6350,S,9836760,0,+39.8908688,-075.3701459
19096,B5,G6350,S,9032757,0,+39.9978558,-075.2741992
19094,B5,G6350,S,2135602,0,+39.8745064,-075.3466642
19050,B5,G6350,S,9598457,0,+39.9375764,-075.2636824
19008,B5,G6350,S,16289402,3127,+39.9740522,-075.3614584
19082,B5,G6350,S,6653587,0,+39.9604487,-075.2703360
19079,B5,G6350,S,4344940,18199,+39.9017074,-075.2669546
15868,B5,G6350,S,249528595,1006895,+41.3017575,-078.3273060
15823,B5,G6350,S,109227460,246939,+41.2658944,-078.7147746
16509,B5,G6350,S,106804977,171899,+42.0547446,-080.0331015
15401,B5,G6350,S,160027387,213610,+39.8978436,-079.7451605
15431,B5,G6350,S,150425366,2123,+39.9313492,-079.5725208
15430,B5,G6350,S,974412,0,+40.0399867,-079.6559238
15455,B5,G6350,S,126396,0,+39.9983435,-079.6426790
15480,B5,G6350,S,41748028,26673,+39.9869940,-079.7777098
15442,B5,G6350,S,39354170,75766,+40.0203009,-079.8398191
15012,B5,G6350,S,89935531,5961,+40.1554246,-079.8129642
15436,B5,G6350,S,32797269,0,+39.8125818,-079.7258973
15445,B5,G6350,S,47592240,5966,+39.8761005,-079.6678836
15420,B5,G6350,S,268742,0,+39.9571277,-079.8680515
17224,B5,G6350,S,104752675,296576,+39.9791361,-077.8845286
17252,B5,G6350,S,58393175,13434,+39.9048030,-077.8136385
17270,B5,G6350,S,404919,0,+39.8524349,-077.7979507
17212,B5,G6350,S,87555066,6256,+39.8190362,-078.0699799
16689,B5,G6350,S,50426542,0,+40.1119599,-078.0966700
16691,B5,G6350,S,70526059,0,+40.0757381,-078.1492701
15362,B5,G6350,S,68796358,102556,+39.7594246,-080.2195203
15327,B5,G6350,S,47026593,147565,+39.7448705,-079.9608538
15329,B5,G6350,S,106940516,72762,+40.0277151,-080.2799267
16621,B5,G6350,S,46641203,0,+40.2623717,-078.1093972
15754,B5,G6350,S,640551,0,+40.5593083,-079.1507616
15717,B5,G6350,S,244647383,210251,+40.4591423,-079.2326322
15756,B5,G6350,S,1097801,2644,+40.5657887,-079.2943185
15863,B5,G6350,S,4498477,4646,+41.0106227,-078.8429290
15776,B5,G6350,S,5967160,22511,+41.0109875,-079.1115918
15770,B5,G6350,S,10798181,53448,+41.0090820,-079.1367488
15784,B5,G6350,S,464779,12506,+41.0244593,-079.1410877
17035,B5,G6350,S,116692727,1972,+40.4248807,-077.5792653
18419,B5,G6350,S,89373325,331521,+41.5859333,-075.7923686
18471,B5,G6350,S,4944729,0,+41.5295265,-075.7027182
18420,B5,G6350,S,5045052,422710,+41.6062724,-075.7023945
17572,B5,G6350,S,44356905,171265,+39.9789668,-076.1330268
17555,B5,G6350,S,88353770,480759,+40.1223463,-075.9594067
17552,B5,G6350,S,85814112,605517,+40.1072408,-076.5107748
17520,B5,G6350,S,5217898,5130,+40.0995346,-076.3494869
16156,B5,G6350,S,130938610,1263339,+41.0887665,-080.2164317
17003,B5,G6350,S,101148490,100444,+40.3493556,-076.5553849
17016,B5,G6350,S,1552267,0,+40.2654824,-076.3975967
17963,B5,G6350,S,216823527,539830,+40.5578749,-076.4078667
18104,B5,G6350,S,59532477,617507,+40.6116575,-075.5468525
18078,B5,G6350,S,42492126,301347,+40.6708885,-075.6207044
18106,B5,G6350,S,20570231,317791,+40.5682543,-075.5603220
18032,B5,G6350,S,5112743,53780,+40.6564335,-075.4678727
18195,B5,G6350,S,30123,0,+40.5842616,-075.6248242
18617,B5,G6350,S,10962702,0,+41.1774009,-076.0793777
18643,B5,G6350,S,46304742,0,+41.3661216,-075.8349268
17771,B5,G6350,S,603747749,5493310,+41.4373058,-077.0357376
17810,B5,G6350,S,133617560,771611,+41.1009412,-077.0390370
16750,B5,G6350,S,47045769,235839,+41.8734951,-078.2745181
16738,B5,G6350,S,125202819,243761,+41.8073863,-078.6971624
16732,B5,G6350,S,12881884,0,+41.8501676,-078.6062755
16749,B5,G6350,S,445976936,1409407,+41.7598146,-078.4209719
16745,B5,G6350,S,28692469,579,+41.9149622,-078.4850771
17029,B5,G6350,S,4456323,830,+40.5505363,-077.6178090
17084,B5,G6350,S,62184098,212454,+40.6743489,-077.6102822
17009,B5,G6350,S,3782381,32579,+40.6377466,-077.5644000
18322,B5,G6350,S,18136998,128651,+40.9188675,-075.4031940
18346,B5,G6350,S,39538832,1863405,+41.1441872,-075.4362246
18466,B5,G6350,S,66131276,631418,+41.1841113,-075.3720039
18321,B5,G6350,S,6048393,97636,+41.0245268,-075.2867129
18327,B5,G6350,S,5259617,4570,+40.9678300,-075.1337601
18074,B5,G6350,S,52469075,2224,+40.3167374,-075.5156859
19422,B5,G6350,S,34138804,11978,+40.1566526,-075.2754767
19044,B5,G6350,S,22832640,0,+40.1880896,-075.1532640
19035,B5,G6350,S,12636339,0,+40.0491587,-075.2817193
19474,B5,G6350,S,381045,0,+40.2242636,-075.4049946
19027,B5,G6350,S,9901552,4072,+40.0731178,-075.1244309
19012,B5,G6350,S,4201365,0,+40.0595808,-075.1055904
19128,B5,G6350,S,18180858,67498,+40.0499971,-075.2317368
18020,B5,G6350,S,34659215,299903,+40.6714389,-075.3202019
18042,B5,G6350,S,56347236,370868,+40.6434899,-075.2255073
18085,B5,G6350,S,908749,11574,+40.7378763,-075.2546580
17866,B5,G6350,S,56373514,254401,+40.8064716,-076.5323961
17801,B5,G6350,S,173259040,819325,+40.8364466,-076.7493783
17881,B5,G6350,S,9196621,0,+40.7850276,-076.6704583
17047,B5,G6350,S,135217981,617599,+40.3710679,-077.4119857
19121,B5,G6350,S,5893799,343627,+39.9819795,-075.1791198
19139,B5,G6350,S,4702434,7701,+39.9615291,-075.2302585
19116,B5,G6350,S,13349286,88951,+40.1155694,-075.0132755
18460,B5,G6350,S,12153064,192008,+41.2594427,-075.3362968
17965,B5,G6350,S,1856653,0,+40.6985735,-076.1651735
17948,B5,G6350,S,64240786,446162,+40.8388945,-076.1056168
18248,B5,G6350,S,37308928,0,+40.8942770,-076.1079310
17964,B5,G6350,S,53887662,0,+40.7128098,-076.4941539
18231,B5,G6350,S,2494512,0,+40.9044701,-076.0080846
18220,B5,G6350,S,7278435,0,+40.8413977,-076.0595707
17861,B5,G6350,S,1174787,1103,+40.7742857,-077.0777391
15538,B5,G6350,S,187746112,18826,+39.8637189,-078.8344532
15926,B5,G6350,S,67951953,3574,+40.0259387,-078.8163040
15551,B5,G6350,S,72373965,61233,+39.8685155,-079.2832134
15520,B5,G6350,S,2296390,12800,+40.1195772,-079.0643398
17768,B5,G6350,S,78203823,235868,+41.5493611,-076.7568447
17731,B5,G6350,S,73684998,1016961,+41.4294084,-076.5786658
18824,B5,G6350,S,69143664,888046,+41.6973657,-075.7871829
18470,B5,G6350,S,165295607,2511863,+41.7349672,-075.5290201
16942,B5,G6350,S,56672301,0,+41.9605920,-077.3572437
16935,B5,G6350,S,128644117,20551,+41.8774939,-077.3047217
16939,B5,G6350,S,24924126,36013,+41.6842263,-077.0142866
17845,B5,G6350,S,180327611,1314504,+40.8738191,-077.2859069
17885,B5,G6350,S,11046905,344775,+40.8393959,-077.3317923
17835,B5,G6350,S,2519342,1992,+40.8843004,-077.2088090
16346,B5,G6350,S,49616743,0,+41.3769754,-079.6736436
16345,B5,G6350,S,252189013,73152,+41.9444043,-079.0829165
15345,B5,G6350,S,52467915,0,+40.0226391,-080.1077698
15427,B5,G6350,S,23140337,0,+40.0683982,-079.9722360
15311,B5,G6350,S,60280832,0,+40.0446112,-080.1861427
15321,B5,G6350,S,4221609,0,+40.3189157,-080.1887377
15358,B5,G6350,S,1532250,0,+40.0558319,-080.0030921
15340,B5,G6350,S,45177302,0,+40.2863758,-080.3225704
18453,B5,G6350,S,117691586,2223191,+41.7450292,-075.3676044
15601,B5,G6350,S,213372200,346857,+40.3193577,-079.5344425
15674,B5,G6350,S,545099,0,+40.2065952,-079.4994686
15680,B5,G6350,S,2793102,0,+40.5239870,-079.5017998
15087,B5,G6350,S,386551,0,+40.1892935,-079.8518642
15637,B5,G6350,S,18685885,0,+40.2613200,-079.7115900
15677,B5,G6350,S,68486783,0,+40.1518556,-079.2341676
15072,B5,G6350,S,293485,0,+40.1398370,-079.8530131
15628,B5,G6350,S,7955478,0,+40.1032676,-079.3746368
15625,B5,G6350,S,1351189,0,+40.2585287,-079.6737423
18625,B5,G6350,S,1705365,748660,+41.5086234,-075.8530373
17362,B5,G6350,S,124879287,4367793,+39.8476788,-076.8687041
17327,B5,G6350,S,117868816,0,+39.7818155,-076.7506972
17317,B5,G6350,S,459467,0,+39.9709155,-076.5227765
17406,B5,G6350,S,66276789,0,+40.0107914,-076.5966561
17301,B5,G6350,S,32220084,65577,+39.8952403,-076.9789710
17372,B5,G6350,S,88058763,274703,+40.0033720,-077.1078935
15211,B5,G6350,S,4254902,0,+40.4303183,-080.0153150
15207,B5,G6350,S,11919712,0,+40.4168787,-079.9413525
15205,B5,G6350,S,29112196,0,+40.4389821,-080.1051371
15212,B5,G6350,S,16563393,5234,+40.4593751,-079.9938989
15104,B5,G6350,S,6481000,0,+40.4039860,-079.8614068
15143,B5,G6350,S,91371032,10752,+40.5681333,-080.1468085
15084,B5,G6350,S,72359065,12854,+40.6365431,-079.8037996
15028,B5,G6350,S,421572,0,+40.2962805,-079.8042258
15037,B5,G6350,S,68527024,8740,+40.2577138,-079.8527703
