ZCTA5CE,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
15135,B5,G6350,S,10600954,0,+40.3020927,-079.8149503
15063,B5,G6350,S,70806667,4019,+40.1911642,-079.9224749
15140,B5,G6350,S,1462468,0,+40.4049687,-079.7757694
15233,B5,G6350,S,3104756,0,+40.4598005,-080.0324001
15075,B5,G6350,S,61429,0,+40.5860372,-079.8269137
15774,B5,G6350,S,141080508,1940158,+40.6546900,-079.3238354
16242,B5,G6350,S,219861524,1807602,+41.0102808,-079.3549695
16201,B5,G6350,S,304471322,42553,+40.8106106,-079.4680260
16210,B5,G6350,S,56160528,0,+40.8988533,-079.5195986
16249,B5,G6350,S,65584556,1871831,+40.7681511,-079.3242833
16240,B5,G6350,S,139926261,987654,+41.0360131,-079.2249998
16157,B5,G6350,S,63300492,274513,+40.8865936,-080.3362684
15050,B5,G6350,S,67233217,30664,+40.5689077,-080.4383122
15535,B5,G6350,S,384118986,223253,+39.8103014,-078.4482997
15545,B5,G6350,S,128542932,348637,+39.7899958,-078.7800371
19506,B5,G6350,S,170634715,649624,+40.4647386,-076.1317861
19510,B5,G6350,S,14882374,84643,+40.4513662,-075.8856247
19544,B5,G6350,S,110597,0,+40.4187473,-076.2958564
19519,B5,G6350,S,427487,0,+40.3214596,-075.7341933
19534,B5,G6350,S,53540830,199290,+40.5784284,-075.8659308
19545,B5,G6350,S,498379,0,+40.3369794,-075.6280175
19464,B5,G6350,S,65913388,26427,+40.2589277,-075.6158611
16693,B5,G6350,S,200556047,111277,+40.4653992,-078.2245548
16613,B5,G6350,S,94032883,0,+40.5410764,-078.5392127
18854,B5,G6350,S,68180332,410783,+41.7906701,-076.3558056
16926,B5,G6350,S,67158643,232390,+41.7270847,-076.7017129
18845,B5,G6350,S,23325653,249846,+41.7873689,-076.1821628
19056,B5,G6350,S,9515688,48338,+40.1495081,-074.8847436
19030,B5,G6350,S,13035575,218138,+40.1789924,-074.8376091
18925,B5,G6350,S,29771742,291860,+40.2833762,-075.0615933
18073,B5,G6350,S,48640635,9767,+40.3864985,-075.4744300
18923,B5,G6350,S,3194865,3044,+40.3531373,-075.1624614
18932,B5,G6350,S,4407931,4934,+40.2984645,-075.2570969
18955,B5,G6350,S,2642973,15704,+40.4792193,-075.3181871
18917,B5,G6350,S,1398210,1078,+40.3769188,-075.2059488
18055,B5,G6350,S,47162086,239401,+40.5850992,-075.2972081
16373,B5,G6350,S,205474601,1219627,+41.2084687,-079.6984090
16027,B5,G6350,S,1239098,0,+40.8204582,-080.0197144
16640,B5,G6350,S,47982728,35490,+40.7108993,-078.5651432
15714,B5,G6350,S,78475688,7815,+40.6513056,-078.8250592
15773,B5,G6350,S,9280692,0,+40.6259221,-078.7396110
15952,B5,G6350,S,10203446,0,+40.3017922,-078.7778931
15834,B5,G6350,S,504062761,1441644,+41.5007476,-078.3228166
15832,B5,G6350,S,267709834,276400,+41.3664689,-078.1683086
18210,B5,G6350,S,86186926,1109188,+40.9923473,-075.5765468
18201,B5,G6350,S,59081331,348178,+40.9296457,-076.0048180
16677,B5,G6350,S,92317620,0,+40.7759087,-078.2884949
16860,B5,G6350,S,11603341,24149,+40.9431917,-078.1736210
16870,B5,G6350,S,181759085,17886,+40.7962786,-078.0599891
16851,B5,G6350,S,780332,0,+40.8107186,-077.8146625
19312,B5,G6350,S,23747518,210406,+40.0321589,-075.4513537
19344,B5,G6350,S,84958571,1373457,+40.0836276,-075.8818477
19316,B5,G6350,S,1657833,12169,+40.0540873,-075.8338409
19367,B5,G6350,S,300370,0,+39.9621048,-075.8837540
19369,B5,G6350,S,44787,0,+39.9838868,-075.8946494
16364,B5,G6350,S,86760381,24747,+41.3514107,-079.5273443
16036,B5,G6350,S,6084818,11558,+41.1254725,-079.6682765
16334,B5,G6350,S,13719232,4255,+41.2905477,-079.4494616
16054,B5,G6350,S,4106427,1719,+41.1534996,-079.6630477
16627,B5,G6350,S,80785272,402028,+40.7578419,-078.4984519
16839,B5,G6350,S,3595583,2488,+41.0110954,-078.1116575
16878,B5,G6350,S,56570865,105838,+40.9397794,-078.3506561
16871,B5,G6350,S,69491282,43165,+41.1852704,-078.0431213
16847,B5,G6350,S,2517204,1689,+40.9953927,-078.1704599
16821,B5,G6350,S,4472555,14222,+40.9544629,-078.1969225
17745,B5,G6350,S,377863984,614731,+41.2956078,-077.4687360
17751,B5,G6350,S,385068326,807973,+41.1467515,-077.5558347
17729,B5,G6350,S,177473307,10224,+41.5112243,-077.7361155
16848,B5,G6350,S,733170,55212,+41.0106228,-077.5358786
17750,B5,G6350,S,213697,0,+41.0556943,-077.4641550
17779,B5,G6350,S,7172599,10642,+41.1979714,-077.3535710
17859,B5,G6350,S,103949935,1031152,+41.1169640,-076.3980937
17927,B5,G6350,S,11263376,16032,+40.7952421,-076.3640684
16412,B5,G6350,S,209006332,1697862,+41.8849371,-080.1703654
16316,B5,G6350,S,122805216,4121129,+41.5858759,-080.2938785
17043,B5,G6350,S,5481019,6477,+40.2475779,-076.9001451
17055,B5,G6350,S,100668700,640264,+40.1793337,-076.9995416
17111,B5,G6350,S,47659772,0,+40.2712037,-076.7818373
17102,B5,G6350,S,1958426,0,+40.2723287,-076.8895847
17017,B5,G6350,S,58851178,330909,+40.6427599,-076.8758408
17030,B5,G6350,S,954223,0,+40.6097665,-076.7307375
19029,B5,G6350,S,9076927,123994,+39.8740077,-075.2893487
19014,B5,G6350,S,24989163,4468,+39.8644046,-075.4352052
19043,B5,G6350,S,1059459,0,+39.9006007,-075.3086138
19022,B5,G6350,S,3450089,0,+39.8614106,-075.3366748
15870,B5,G6350,S,331791299,4937895,+41.5941214,-078.5679006
16411,B5,G6350,S,44410375,213119,+41.9779562,-080.4470719
16415,B5,G6350,S,61668630,300257,+42.0375503,-080.2303023
15478,B5,G6350,S,136206583,12003,+39.7874620,-079.8046570
15417,B5,G6350,S,58110508,48930,+40.0086009,-079.9182683
15424,B5,G6350,S,181203491,477229,+39.8238344,-079.3468366
15472,B5,G6350,S,495745,0,+39.9197134,-079.7175355
15622,B5,G6350,S,70542599,0,+40.0390893,-079.3203146
15459,B5,G6350,S,85801019,0,+39.7662136,-079.4671396
15428,B5,G6350,S,53159262,51194,+40.0842670,-079.6820255
15462,B5,G6350,S,6556052,0,+40.0664542,-079.3805765
15450,B5,G6350,S,1675896,0,+40.0105743,-079.9792287
17246,B5,G6350,S,2635522,0,+40.0606509,-077.6694590
17255,B5,G6350,S,79952873,15758,+40.1522573,-077.8628263
15357,B5,G6350,S,27645187,1615,+39.9349312,-079.9872708
15351,B5,G6350,S,476591,0,+39.8745807,-079.9295975
26036,B5,G6350,S,29663344,59184,+39.9830464,-080.5467422
17213,B5,G6350,S,106161611,9786,+40.2612450,-077.7645385
16683,B5,G6350,S,75399078,0,+40.6702880,-078.0607775
17249,B5,G6350,S,653242,0,+40.2416012,-077.9010985
15748,B5,G6350,S,194836408,1741910,+40.5236377,-079.0841498
15759,B5,G6350,S,140942660,208782,+40.7730167,-079.0316992
15739,B5,G6350,S,1730963,28850,+40.6742492,-079.1687345
15731,B5,G6350,S,307380,0,+40.5022114,-079.1726120
15713,B5,G6350,S,4136445,0,+40.5679961,-079.2630032
15781,B5,G6350,S,2539204,0,+40.9643833,-078.9868981
18411,B5,G6350,S,155876245,1559461,+41.4591137,-075.7403731
18518,B5,G6350,S,10872875,0,+41.3761646,-075.7390029
18507,B5,G6350,S,27228615,161743,+41.3590381,-075.6818233
17517,B5,G6350,S,87052216,2503028,+40.2397472,-076.1267764
17557,B5,G6350,S,82587366,346444,+40.1016705,-076.0739953
17582,B5,G6350,S,23064832,36866,+39.9901053,-076.4340146
17509,B5,G6350,S,71814453,220075,+39.9119957,-076.0365740
17512,B5,G6350,S,41737147,380872,+40.0465374,-076.4718516
17529,B5,G6350,S,40203551,160638,+40.0419334,-076.0971422
16116,B5,G6350,S,72758010,1339598,+41.0441622,-080.4496246
16102,B5,G6350,S,62434296,684898,+40.9633602,-080.4139307
18103,B5,G6350,S,46235366,302717,+40.5703077,-075.4889263
18080,B5,G6350,S,79737415,268694,+40.7315783,-075.6376645
18031,B5,G6350,S,36789445,128362,+40.5595870,-075.6488683
18059,B5,G6350,S,4075001,8622,+40.7203272,-075.5484381
18702,B5,G6350,S,156598544,2999272,+41.2339753,-075.7832453
18707,B5,G6350,S,138240020,1864569,+41.1329523,-075.9473404
18219,B5,G6350,S,2174479,0,+40.9914481,-076.0586828
18221,B5,G6350,S,784709,0,+41.0041634,-075.9060445
18239,B5,G6350,S,1296821,0,+40.9923988,-075.9820058
18610,B5,G6350,S,60276611,221879,+41.0288631,-075.5197387
18622,B5,G6350,S,9680164,31583,+41.2101070,-076.2831394
18615,B5,G6350,S,37783661,0,+41.4572560,-075.8549986
18636,B5,G6350,S,125527633,131261,+41.3913475,-076.1136894
17742,B5,G6350,S,189335,14058,+41.2385317,-076.6022696
16744,B5,G6350,S,17365143,2789,+41.8718220,-078.5643557
16154,B5,G6350,S,67818252,98328,+41.3259008,-080.4201167
17004,B5,G6350,S,128196628,202949,+40.5978120,-077.7388675
17075,B5,G6350,S,278393,0,+40.3937778,-077.8344323
18301,B5,G6350,S,266017246,3317057,+41.0829174,-075.1564969
18326,B5,G6350,S,90646587,534037,+41.1628842,-075.2913786
07832,B5,G6350,S,134841014,1611826,+40.9734577,-075.0510781
18349,B5,G6350,S,2236021,0,+41.0995142,-075.3682117
19473,B5,G6350,S,61673700,0,+40.2588178,-075.4727083
19066,B5,G6350,S,3617783,0,+40.0026943,-075.2490228
18067,B5,G6350,S,67263832,1124584,+40.7150378,-075.4746749
18072,B5,G6350,S,36845492,474865,+40.8441399,-075.2591348
17850,B5,G6350,S,3292978,18153,+40.9538687,-076.8639706
17006,B5,G6350,S,134337277,573221,+40.3107224,-077.5459254
17074,B5,G6350,S,165324622,1020034,+40.4802216,-077.1430601
17069,B5,G6350,S,397577,0,+40.4519156,-076.9748145
19104,B5,G6350,S,8085225,6148,+39.9599870,-075.1993537
19138,B5,G6350,S,4523651,0,+40.0560672,-075.1591885
19127,B5,G6350,S,1284297,36298,+40.0279290,-075.2240827
19141,B5,G6350,S,4541924,0,+40.0379354,-075.1454092
19151,B5,G6350,S,6119033,41494,+39.9797398,-075.2567258
19106,B5,G6350,S,1981690,0,+39.9502030,-075.1465162
19115,B5,G6350,S,11874649,85129,+40.0927568,-075.0425973
19154,B5,G6350,S,16039289,290782,+40.0955211,-074.9818176
19120,B5,G6350,S,8991065,33948,+40.0341471,-075.1191980
18336,B5,G6350,S,35346930,55090,+41.3747190,-074.7427864
17922,B5,G6350,S,86116097,1626606,+40.5929372,-076.1166723
17970,B5,G6350,S,2891587,0,+40.7219201,-076.1902932
18242,B5,G6350,S,3303308,0,+40.9114389,-076.1245355
17951,B5,G6350,S,449498,0,+40.6786003,-076.2448646
17974,B5,G6350,S,146184,0,+40.6969437,-076.2346707
17957,B5,G6350,S,317267,0,+40.5924546,-076.5164785
17925,B5,G6350,S,2489510,3547,+40.7533766,-076.0678017
17842,B5,G6350,S,213352349,1389746,+40.8029495,-077.0401514
17812,B5,G6350,S,67989277,904241,+40.7339142,-077.2340515
15562,B5,G6350,S,7951785,15903,+39.7405918,-079.1075557
15544,B5,G6350,S,1042136,0,+40.1375874,-079.0935930
18628,B5,G6350,S,84537148,1404932,+41.4302402,-076.3138077
18818,B5,G6350,S,120881625,348895,+41.9149835,-076.0509766
16912,B5,G6350,S,33704326,0,+41.6701875,-077.0553449
16901,B5,G6350,S,563330403,1474547,+41.7319191,-077.3392362
16920,B5,G6350,S,26238144,25916,+41.9736091,-077.2808561
17856,B5,G6350,S,121368760,473996,+41.0603623,-077.0194034
16350,B5,G6350,S,107899997,23828,+41.9569376,-079.3344464
16371,B5,G6350,S,96703842,0,+41.8597898,-079.3269911
16416,B5,G6350,S,22198736,0,+41.8266408,-079.4594407
15312,B5,G6350,S,180007870,73395,+40.2515279,-080.4407019
15360,B5,G6350,S,73107514,0,+40.0854948,-080.0786118
15033,B5,G6350,S,7461585,0,+40.1815023,-079.8687159
15060,B5,G6350,S,741598,0,+40.3664621,-080.2919300
15331,B5,G6350,S,1721520,43216,+40.1081032,-080.0227373
15053,B5,G6350,S,220034,0,+40.3826604,-080.3634396
15054,B5,G6350,S,364554,0,+40.3625621,-080.4076706
18472,B5,G6350,S,150192730,5375430,+41.5936432,-075.4029186
18469,B5,G6350,S,19562235,432804,+41.7036840,-075.1304920
15611,B5,G6350,S,3231009,0,+40.3013660,-079.6463525
15655,B5,G6350,S,46864953,31786,+40.1477677,-079.1806477
15479,B5,G6350,S,51836915,8028,+40.1449443,-079.7029231
15688,B5,G6350,S,4596034,0,+40.1756793,-079.5813659
15663,B5,G6350,S,1399005,0,+40.2438676,-079.6738334
15623,B5,G6350,S,4486187,0,+40.3658774,-079.6203489
15698,B5,G6350,S,1838931,0,+40.2156227,-079.6861594
15629,B5,G6350,S,318638,0,+40.5975918,-079.5629486
15639,B5,G6350,S,22646379,39,+40.1986547,-079.5692186
15923,B5,G6350,S,72241145,53178,+40.3552361,-079.1585220
15696,B5,G6350,S,372851,0,+40.2809886,-079.3673081
15620,B5,G6350,S,1328700,0,+40.3215394,-079.3385983
17361,B5,G6350,S,8056657,0,+39.7655278,-076.6770019
17302,B5,G6350,S,101526423,0,+39.8182292,-076.4128656
17311,B5,G6350,S,451931,0,+39.8169112,-076.8448692
17352,B5,G6350,S,35692219,0,+39.7620537,-076.4984216
17307,B5,G6350,S,150992871,436163,+39.9477645,-077.3268170
15214,B5,G6350,S,11935340,7193,+40.4862085,-080.0127710
15232,B5,G6350,S,2266175,0,+40.4525571,-079.9320149
15224,B5,G6350,S,2548805,0,+40.4642731,-079.9457202
15139,B5,G6350,S,5041379,0,+40.5217958,-079.8336374
15209,B5,G6350,S,10926303,60405,+40.4993543,-079.9716123
15237,B5,G6350,S,63631352,0,+40.5487207,-080.0473556
15243,B5,G6350,S,7852206,6712,+40.3755105,-080.0723718
15215,B5,G6350,S,14692307,101026,+40.5005144,-079.9122043
15049,B5,G6350,S,1099791,0,+40.5562454,-079.8053526
15234,B5,G6350,S,8468737,0,+40.3683976,-080.0179485
15086,B5,G6350,S,3128685,0,+40.6595405,-080.0933380
15065,B5,G6350,S,30538525,932968,+40.6416988,-079.7269424
15026,B5,G6350,S,93360690,317771,+40.5049910,-080.3539457
15225,B5,G6350,S,3959525,0,+40.5054295,-080.1092012
15206,B5,G6350,S,12171189,140409,+40.4714253,-079.9141817
16222,B5,G6350,S,155227984,215597,+40.8736772,-079.2570252
16226,B5,G6350,S,148615551,2025956,+40.7162614,-079.4879043
16218,B5,G6350,S,65434892,0,+40.9282942,-079.5927826
16263,B5,G6350,S,7292036,0,+40.7960107,-079.3414102
16253,B5,G6350,S,36547,0,+40.9546228,-079.3433862
16238,B5,G6350,S,259353,0,+40.7881002,-079.5201817
15052,B5,G6350,S,50298847,9965,+40.6658031,-080.4270231
16141,B5,G6350,S,52990086,35075,+40.8799714,-080.3993408
15061,B5,G6350,S,48334894,0,+40.6579110,-080.3087702
16650,B5,G6350,S,129364179,364604,+40.1209579,-078.2881030
16664,B5,G6350,S,105319755,67734,+40.1778621,-078.4201962
19607,B5,G6350,S,31880496,74966,+40.2893938,-075.9454741
19560,B5,G6350,S,24497046,149160,+40.4035986,-075.8891242
19602,B5,G6350,S,5609831,0,+40.3267790,-075.9159978
19529,B5,G6350,S,148619759,778072,+40.6400775,-075.8786503
19505,B5,G6350,S,23525581,49002,+40.3792095,-075.6226886
19516,B5,G6350,S,269069,0,+40.4880520,-076.0039605
16636,B5,G6350,S,67651936,0,+40.6013350,-078.5005713
18810,B5,G6350,S,125938739,614780,+41.9421930,-076.5100766
18830,B5,G6350,S,59937503,818674,+41.9590870,-076.1144402
18966,B5,G6350,S,42296261,834500,+40.1884675,-075.0098977
18947,B5,G6350,S,64106914,260509,+40.4249714,-075.1095642
18938,B5,G6350,S,108636684,324502,+40.3510481,-074.9980491
18036,B5,G6350,S,80412957,215436,+40.5091509,-075.3859401
16002,B5,G6350,S,189631198,161966,+40.8157456,-079.8552429
16053,B5,G6350,S,54323518,0,+40.8121338,-079.9858770
16061,B5,G6350,S,111202708,781346,+41.0051349,-079.8848431
16022,B5,G6350,S,1375051,0,+41.0520865,-079.7354993
16033,B5,G6350,S,77075468,63341,+40.7838609,-080.0510890
15905,B5,G6350,S,92678601,527485,+40.2906732,-078.9699019
16630,B5,G6350,S,14881880,0,+40.4645270,-078.5897581
15945,B5,G6350,S,31317,0,+40.3582977,-078.8670117
15762,B5,G6350,S,38233938,0,+40.6032490,-078.8307852
15861,B5,G6350,S,169797990,1232066,+41.4003849,-078.0591614
18254,B5,G6350,S,4613334,0,+40.9159751,-075.9656729
18232,B5,G6350,S,5071567,85982,+40.8348198,-075.8814379
18211,B5,G6350,S,55677615,513004,+40.7440801,-075.8304055
16823,B5,G6350,S,308347470,123035,+40.9312197,-077.7589205
16820,B5,G6350,S,45292060,0,+40.9166930,-077.3972430
16828,B5,G6350,S,142543514,288589,+40.8043280,-077.6959357
16852,B5,G6350,S,15002258,0,+40.9293830,-077.5161485
16872,B5,G6350,S,143162129,0,+40.9696603,-077.3509823
16859,B5,G6350,S,28680680,0,+41.0491865,-078.0179284
19310,B5,G6350,S,31977892,235140,+39.9350598,-075.9728361
19317,B5,G6350,S,56677627,289623,+39.8575138,-075.6052244
19395,B5,G6350,S,102541,0,+39.9472294,-075.5384955
16258,B5,G6350,S,94430242,136470,+41.2782692,-079.2452466
15829,B5,G6350,S,79861827,447758,+41.1692513,-079.2021567
16260,B5,G6350,S,30524557,108695,+41.4011279,-079.2310231
16353,B5,G6350,S,424175744,128344,+41.4957195,-079.3730010
16326,B5,G6350,S,17695090,20225,+41.3761575,-079.4317401
16881,B5,G6350,S,73913382,129627,+41.0267923,-078.3202582
16671,B5,G6350,S,7119509,16854,+40.7875691,-078.3982333
16855,B5,G6350,S,4965335,13244,+40.9964568,-078.3756639
16838,B5,G6350,S,102894782,307327,+40.9914575,-078.6365870
15721,B5,G6350,S,10129999,272510,+40.8306891,-078.7676025
16645,B5,G6350,S,5252805,126643,+40.8010812,-078.4970414
15753,B5,G6350,S,102483018,481692,+40.7833205,-078.6309012
15757,B5,G6350,S,222888502,500915,+40.8912293,-078.7390553
16876,B5,G6350,S,3502897,11892,+40.9500157,-078.2751877
16663,B5,G6350,S,2244812,9294,+40.7851693,-078.3499073
17760,B5,G6350,S,161794044,264481,+41.4132601,-077.6584753
17764,B5,G6350,S,374324702,1672910,+41.3615885,-077.8338453
17815,B5,G6350,S,367992569,2463711,+41.0200377,-076.4200917
17820,B5,G6350,S,225387199,1479650,+40.8960197,-076.4039721
16433,B5,G6350,S,148226815,404085,+41.7356863,-080.1428044
16314,B5,G6350,S,245069643,1054998,+41.5206757,-080.0770718
16125,B5,G6350,S,288021616,278485,+41.4071755,-080.3729064
17011,B5,G6350,S,35205212,1151592,+40.2343758,-076.9303205
17013,B5,G6350,S,404623238,3059287,+40.1947476,-077.2245683
17081,B5,G6350,S,327985,0,+40.2040083,-077.2888886
17027,B5,G6350,S,1300782,68738,+40.1565798,-076.9896341
17034,B5,G6350,S,2148032,56948,+40.2086101,-076.7855324
17061,B5,G6350,S,87460620,877,+40.5666563,-076.9038633
17078,B5,G6350,S,74381816,97183,+40.2946077,-076.5826180
19010,B5,G6350,S,22325020,8306,+40.0227816,-075.3300703
19033,B5,G6350,S,2835418,0,+39.8908127,-075.3284659
19373,B5,G6350,S,9823032,38126,+39.9018164,-075.5324832
19036,B5,G6350,S,3892077,0,+39.9033325,-075.2933857
15845,B5,G6350,S,86277165,1379458,+41.5023827,-078.6962174
16511,B5,G6350,S,21170906,9896,+42.1662617,-079.9901696
16502,B5,G6350,S,6415211,0,+42.1106444,-080.1011089
16508,B5,G6350,S,7198129,27626,+42.0968123,-080.0940304
16427,B5,G6350,S,191252,0,+41.8756116,-079.9686057
15666,B5,G6350,S,135281000,491024,+40.1502317,-079.5119070
15440,B5,G6350,S,52976552,0,+39.7381411,-079.6410720
15631,B5,G6350,S,908911,0,+40.0889641,-079.5888123
15464,B5,G6350,S,119610277,0,+39.9256439,-079.4358379
15492,B5,G6350,S,2549624,0,+40.1222711,-079.7623162
16341,B5,G6350,S,201568514,0,+41.5645664,-079.5469900
17236,B5,G6350,S,328460333,192209,+39.8010797,-077.9475611
17225,B5,G6350,S,208894307,58318,+39.7835599,-077.7628663
17271,B5,G6350,S,28235462,0,+40.1008460,-077.8139976
17219,B5,G6350,S,33717472,0,+40.2339750,-077.7114654
17235,B5,G6350,S,713127,0,+39.8576499,-077.6973151
17233,B5,G6350,S,233871578,967450,+39.9756048,-077.9871601
17229,B5,G6350,S,69727737,13580,+40.0839176,-078.0101051
17228,B5,G6350,S,90543009,0,+39.9947605,-078.0955249
15337,B5,G6350,S,80402704,15730,+39.9498499,-080.3788479
15364,B5,G6350,S,93530398,30141,+39.9365517,-080.2956741
15338,B5,G6350,S,45175481,324647,+39.8181934,-079.9592166
15341,B5,G6350,S,129457029,33936,+39.8177969,-080.3438119
15315,B5,G6350,S,3830725,0,+39.7578960,-079.9828224
17260,B5,G6350,S,61108342,0,+40.2935150,-077.9012037
16669,B5,G6350,S,314645300,413837,+40.6595038,-077.9004393
16623,B5,G6350,S,26621697,0,+40.2762996,-078.0466558
15944,B5,G6350,S,151671287,315555,+40.3638881,-079.0791587
15920,B5,G6350,S,18657037,11567,+40.4635291,-079.0522056
15954,B5,G6350,S,58484480,143509,+40.4075407,-079.0081026
15783,B5,G6350,S,1711647,0,+40.5967389,-079.3466053
15765,B5,G6350,S,91826841,1992641,+40.5997455,-078.9981049
15772,B5,G6350,S,75423480,339639,+40.8706919,-078.9058141
15865,B5,G6350,S,11750221,23665,+41.0449562,-078.8282770
18424,B5,G6350,S,197865000,4766358,+41.2516903,-075.5308578
18446,B5,G6350,S,137319739,1070754,+41.6558142,-075.7591640
18653,B5,G6350,S,557450,0,+41.3937338,-075.8230564
17603,B5,G6350,S,75147443,1043014,+40.0311200,-076.3315069
17516,B5,G6350,S,55287800,350247,+39.9414600,-076.3713593
17578,B5,G6350,S,46587022,387468,+40.2350385,-076.1840343
17543,B5,G6350,S,156234607,1449920,+40.1806083,-076.2951181
17547,B5,G6350,S,32831071,256907,+40.0736322,-076.5900722
17545,B5,G6350,S,188513469,1139780,+40.1786690,-076.4343704
17581,B5,G6350,S,640590,109,+40.1608339,-076.0507394
17532,B5,G6350,S,58546450,408420,+39.8581561,-076.2880083
17064,B5,G6350,S,725058,0,+40.2468601,-076.4692077
17041,B5,G6350,S,181694,0,+40.2195426,-076.5410972
18102,B5,G6350,S,7672214,109435,+40.6079221,-075.4768373
18051,B5,G6350,S,22402313,44853,+40.5956379,-075.6670316
18052,B5,G6350,S,32567453,368377,+40.6574280,-075.5042549
18079,B5,G6350,S,336910,2123,+40.7429853,-075.6579801
18660,B5,G6350,S,90071634,621856,+41.0976972,-076.0623165
18640,B5,G6350,S,58845155,51368,+41.3036501,-075.7405354
18706,B5,G6350,S,69059933,73768,+41.2033624,-075.9146331
18705,B5,G6350,S,13452563,0,+41.2725246,-075.8417861
18202,B5,G6350,S,72434272,550103,+40.9607971,-075.9964881
18256,B5,G6350,S,4589741,0,+40.9461834,-076.1308770
17763,B5,G6350,S,11974118,542999,+41.5073751,-076.9761804
16725,B5,G6350,S,1087732,14545,+41.9020069,-078.6543613
16733,B5,G6350,S,33673062,7327,+41.6955095,-078.5827487
16153,B5,G6350,S,102902505,460249,+41.3222403,-080.0865859
17051,B5,G6350,S,212234850,74648,+40.4627518,-077.7803410
18335,B5,G6350,S,821578,42140,+41.0468237,-075.1229869
19444,B5,G6350,S,11477736,0,+40.0879418,-075.2548307
19090,B5,G6350,S,12857035,19944,+40.1504292,-075.1243976
19453,B5,G6350,S,1652444,0,+40.1397279,-075.5017855
19046,B5,G6350,S,17460979,0,+40.1011686,-075.1065040
19436,B5,G6350,S,908158,0,+40.2015039,-075.2469868
18013,B5,G6350,S,164249922,3752554,+40.8534859,-075.1653304
18040,B5,G6350,S,43287062,147258,+40.7460071,-075.2256649
17777,B5,G6350,S,95722762,49445,+41.1065165,-076.8216956
17749,B5,G6350,S,244595,0,+41.0726457,-076.8184109
17832,B5,G6350,S,1814125,0,+40.8048626,-076.4549637
19102,B5,G6350,S,487341,0,+39.9529983,-075.1655000
18426,B5,G6350,S,163096660,4886491,+41.3254381,-075.2391184
16948,B5,G6350,S,271899580,51437,+41.8547150,-077.7592152
16950,B5,G6350,S,303263060,494942,+41.8957854,-077.5436747
19549,B5,G6350,S,3143342,24818,+40.5845085,-076.0199938
17954,B5,G6350,S,1805073,0,+40.6904621,-076.2597442
17983,B5,G6350,S,6985027,0,+40.6447232,-076.5452187
17936,B5,G6350,S,1644251,0,+40.7503439,-076.3398257
17968,B5,G6350,S,10320520,0,+40.6394787,-076.6086825
17930,B5,G6350,S,7928263,0,+40.7086671,-076.1152333
17882,B5,G6350,S,1596418,237,+40.8076316,-077.2169219
15530,B5,G6350,S,236681108,85830,+39.9408085,-078.9240266
15552,B5,G6350,S,247521556,89991,+39.7911912,-078.9888747
15501,B5,G6350,S,356726823,1384202,+40.0280934,-079.1274988
18801,B5,G6350,S,448679964,2883908,+41.8265998,-075.9393664
18465,B5,G6350,S,136139892,3107595,+41.8313051,-075.5168416
16921,B5,G6350,S,193416346,16365,+41.6864209,-077.5461750
17844,B5,G6350,S,252347083,982902,+40.9585559,-077.0946510
17887,B5,G6350,S,1051923,3486,+41.0758909,-076.8729320
17883,B5,G6350,S,2008754,0,+40.9311251,-076.9893839
16365,B5,G6350,S,382774143,100009,+41.8489052,-079.1799866
16313,B5,G6350,S,213958338,282827,+41.7146717,-079.1451686
15342,B5,G6350,S,9487178,0,+40.2472543,-080.2193033
15347,B5,G6350,S,778644,0,+40.2145415,-080.2292552
15423,B5,G6350,S,45726548,0,+40.0874432,-079.9224423
15330,B5,G6350,S,117115251,4130,+40.1794408,-080.0899266
15483,B5,G6350,S,721399,0,+40.0837403,-079.8508244
15055,B5,G6350,S,831192,0,+40.3035074,-080.1228478
15363,B5,G6350,S,785189,0,+40.2525270,-080.1986041
15379,B5,G6350,S,1038148,0,+40.2431913,-080.4251625
15429,B5,G6350,S,37737,0,+40.0027758,-079.9355247
18462,B5,G6350,S,66008327,1254425,+41.9141240,-075.4094620
18459,B5,G6350,S,1694958,105149,+41.5152639,-075.4079767
15658,B5,G6350,S,238588658,782838,+40.2502664,-079.2099650
15642,B5,G6350,S,115854861,48816,+40.3182952,-079.7179875
15672,B5,G6350,S,34872361,27117,+40.2371541,-079.6310475
15627,B5,G6350,S,73637064,189282,+40.3382779,-079.2717132
15668,B5,G6350,S,58282549,17005,+40.4605004,-079.6686879
15612,B5,G6350,S,5239605,0,+40.1367209,-079.5982116
15697,B5,G6350,S,6169711,0,+40.2414603,-079.5797262
15641,B5,G6350,S,625913,0,+40.6315707,-079.5889302
15615,B5,G6350,S,1332969,0,+40.3596555,-079.7315422
18657,B5,G6350,S,352186669,2642595,+41.5225105,-075.9594811
17345,B5,G6350,S,26958722,0,+40.0780544,-076.7352351
17339,B5,G6350,S,68732749,103927,+40.1348238,-076.8801356
17403,B5,G6350,S,60309944,1220133,+39.9217853,-076.7288274
17322,B5,G6350,S,97692847,0,+39.8550891,-076.5349364
17321,B5,G6350,S,44056783,16109,+39.7512611,-076.4429123
17366,B5,G6350,S,26959504,0,+39.9325069,-076.5569234
17365,B5,G6350,S,56034325,1470135,+40.0614056,-076.9332677
17329,B5,G6350,S,47065842,190447,+39.7620451,-076.8523917
17370,B5,G6350,S,28339244,0,+40.1189379,-076.7777034
