"","x"
"5178","Spicewood"
"5179","Staples"
"5180","Stonewall"
"5181","Tow"
"5182","Willow City"
"5183","Wimberley"
"5184","Wrightsboro"
"5185","Uvalde"
"5186","Asherton"
"5187","Barksdale"
"5188","Batesville"
"5189","Big Wells"
"5190","Brackettville"
"5191","Camp Wood"
"5192","Carrizo Springs"
"5193","Catarina"
"5194","Concan"
"5195","Crystal City"
"5196","Del Rio"
"5197","Laughlin Afb"
"5198","D Hanis"
"5199","Eagle Pass"
"5200","El Indio"
"5201","Hondo"
"5202","Knippa"
"5203","Langtry"
"5204","La Pryor"
"5205","Leakey"
"5206","Quemado"
"5207","Rio Frio"
"5208","Rocksprings"
"5209","Sabinal"
"5210","Tarpley"
"5211","Utopia"
"5212","Vanderpool"
"5213","Yancey"
"5214","Bleiblerville"
"5215","Carmine"
"5216","Cat Spring"
"5217","Alleyton"
"5218","Ellinger"
"5219","Flatonia"
"5220","Giddings"
"5221","Glidden"
"5222","La Grange"
"5223","Ledbetter"
"5224","Muldoon"
"5225","New Ulm"
"5226","Rosanky"
"5227","Schulenburg"
"5228","Smithville"
"5229","Waelder"
"5230","Weimar"
"5231","Booker"
"5232","Borger"
"5233","Bovina"
"5234","Boys Ranch"
"5235","Briscoe"
"5236","Bushland"
"5237","Cactus"
"5238","Canadian"
"5239","Canyon"
"5240","Channing"
"5241","Claude"
"5242","Cotton Center"
"5243","Dalhart"
"5244","Darrouzett"
"5245","Dawn"
"5246","Dimmitt"
"5247","Dumas"
"5248","Earth"
"5249","Edmonson"
"5250","Farnsworth"
"5251","Follett"
"5252","Friona"
"5253","Fritch"
"5254","Groom"
"5255","Gruver"
"5256","Hale Center"
"5257","Happy"
"5258","Hart"
"5259","Hartley"
"5260","Higgins"
"5261","Kerrick"
"5262","Kress"
"5263","Lazbuddie"
"5264","Lefors"
"5265","Lipscomb"
"5266","Mclean"
"5267","Masterson"
"5268","Mobeetie"
"5269","Morse"
"5270","Olton"
"5271","Pampa"
"5272","Panhandle"
"5273","Perryton"
"5274","Shamrock"
"5275","Skellytown"
"5276","Spearman"
"5277","Springlake"
"5278","Stinnett"
"5279","Sunray"
"5280","Texline"
"5281","Tulia"
"5282","Umbarger"
"5283","Vega"
"5284","Waka"
"5285","Wayside"
"5286","Wheeler"
"5287","Wildorado"
"5288","Amarillo"
"5289","Childress"
"5290","Chillicothe"
"5291","Crowell"
"5292","Dickens"
"5293","Dodson"
"5294","Dougherty"
"5295","Estelline"
"5296","Flomot"
"5297","Floydada"
"5298","Guthrie"
"5299","Hedley"
"5300","Lakeview"
"5301","Lelia Lake"
"5302","Lockney"
"5303","Matador"
"5304","Odell"
"5305","Paducah"
"5306","Quail"
"5307","Quanah"
"5308","Quitaque"
"5309","Roaring Springs"
"5310","Silverton"
"5311","South Plains"
"5312","Tell"
"5313","Turkey"
"5314","Abernathy"
"5315","Anton"
"5316","Bledsoe"
"5317","Brownfield"
"5318","Crosbyton"
"5319","Denver City"
"5320","Enochs"
"5321","Farwell"
"5322","Fieldton"
"5323","Idalou"
"5324","Justiceburg"
"5325","Lamesa"
"5326","Levelland"
"5327","Littlefield"
"5328","Loop"
"5329","Lorenzo"
"5330","Maple"
"5331","Meadow"
"5332","Muleshoe"
"5333","New Deal"
"5334","Odonnell"
"5335","Pep"
"5336","Plains"
"5337","Post"
"5338","Ralls"
"5339","Ropesville"
"5340","Seagraves"
"5341","Shallowater"
"5342","Slaton"
"5343","Ransom Canyon"
"5344","Smyer"
"5345","Spade"
"5346","Spur"
"5347","Sudan"
"5348","Sundown"
"5349","Tahoka"
"5350","Tokio"
"5351","Welch"
"5352","Wellman"
"5353","Whiteface"
"5354","Whitharral"
"5355","Wolfforth"
"5356","Lubbock"
"5357","Anson"
"5358","Aspermont"
"5359","Baird"
"5360","Benjamin"
"5361","Blackwell"
"5362","Buffalo Gap"
"5363","Coahoma"
"5364","Colorado City"
"5365","Fluvanna"
"5366","Goldsboro"
"5367","Hermleigh"
"5368","Ira"
"5369","Jayton"
"5370","Knox City"
"5371","Loraine"
"5372","Lueders"
"5373","Mc Caulley"
"5374","Maryneal"
"5375","Merkel"
"5376","Nolan"
"5377","Novice"
"5378","Old Glory"
"5379","Ovalo"
"5380","Roby"
"5381","Rotan"
"5382","Rule"
"5383","Snyder"
"5384","Sweetwater"
"5385","Sylvester"
"5386","Trent"
"5387","Tuscola"
"5388","Tye"
"5389","Wingate"
"5390","Winters"
"5391","Abilene"
"5392","Dyess Afb"
"5393","Ackerly"
"5394","Andrews"
"5395","Balmorhea"
"5396","Barstow"
"5397","Big Spring"
"5398","Coyanosa"
"5399","Crane"
"5400","Forsan"
"5401","Fort Davis"
"5402","Fort Stockton"
"5403","Gail"
"5404","Goldsmith"
"5405","Grandfalls"
"5406","Iraan"
"5407","Kermit"
"5408","Knott"
"5409","Lenorah"
"5410","Mc Camey"
"5411","Mentone"
"5412","Midkiff"
"5413","Monahans"
"5414","Gardendale"
"5415","Notrees"
"5416","Orla"
"5417","Pecos"
"5418","Pyote"
"5419","Rankin"
"5420","Saragosa"
"5421","Stanton"
"5422","Tarzan"
"5423","Toyah"
"5424","Wickett"
"5425","Wink"
"5426","Big Bend National Park"
"5427","Canutillo"
"5428","Clint"
"5429","Dell City"
"5430","Fabens"
"5431","Fort Hancock"
"5432","Marfa"
"5433","Presidio"
"5434","Salt Flat"
"5435","San Elizario"
"5436","Sierra Blanca"
"5437","Terlingua"
"5438","Tornillo"
"5439","Valentine"
"5440","Van Horn"
"5441","El Paso"
"5442","Fort Bliss"
"5443","Los Angeles"
"5444","West Hollywood"
"5445","Dodgertown"
"5446","Playa Vista"
"5447","Bell Gardens"
"5448","Compton"
"5449","Culver City"
"5450","Downey"
"5451","El Segundo"
"5452","Gardena"
"5453","Hermosa Beach"
"5454","Huntington Park"
"5455","Lawndale"
"5456","Lynwood"
"5457","Malibu"
"5458","Manhattan Beach"
"5459","Pacific Palisades"
"5460","Palos Verdes Peninsula"
"5461","Rancho Palos Verdes"
"5462","Redondo Beach"
"5463","South Gate"
"5464","Topanga"
"5465","Marina Del Rey"
"5466","Playa Del Rey"
"5467","Inglewood"
"5468","Santa Monica"
"5469","Whittier"
"5470","Buena Park"
"5471","La Palma"
"5472","La Habra"
"5473","La Mirada"
"5474","Montebello"
"5475","Pico Rivera"
"5476","Santa Fe Springs"
"5477","Artesia"
"5478","Cerritos"
"5479","Bellflower"
"5480","Harbor City"
"5481","Hawaiian Gardens"
"5482","Lomita"
"5483","Los Alamitos"
"5484","Paramount"
"5485","San Pedro"
"5486","Seal Beach"
"5487","Sunset Beach"
"5488","Surfside"
"5489","Carson"
"5490","Signal Hill"
"5491","Altadena"
"5492","Duarte"
"5493","La Canada Flintridge"
"5494","Monrovia"
"5495","Sierra Madre"
"5496","South Pasadena"
"5497","Sunland"
"5498","Tujunga"
"5499","Verdugo City"
"5500","San Marino"
"5501","La Crescenta"
"5502","Agoura Hills"
"5503","Calabasas"
"5504","Canoga Park"
"5505","Winnetka"
"5506","West Hills"
"5507","Newbury Park"
"5508","Newhall"
"5509","Northridge"
"5510","Porter Ranch"
"5511","Pacoima"
"5512","Reseda"
"5513","San Fernando"
"5514","Sylmar"
"5515","North Hills"
"5516","Granada Hills"
"5517","Mission Hills"
"5518","Santa Clarita"
"5519","Canyon Country"
"5520","Sun Valley"
"5521","Tarzana"
"5522","Thousand Oaks"
"5523","Westlake Village"
"5524","Woodland Hills"
"5525","Oak Park"
"5526","Stevenson Ranch"
"5527","Castaic"
"5528","Van Nuys"
"5529","Panorama City"
"5530","Sherman Oaks"
"5531","Burbank"
"5532","North Hollywood"
"5533","Studio City"
"5534","Valley Village"
"5535","Rancho Cucamonga"
"5536","Azusa"
"5537","Baldwin Park"
"5538","Chino"
"5539","Chino Hills"
"5540","Claremont"
"5541","Covina"
"5542","El Monte"
"5543","South El Monte"
"5544","La Puente"
"5545","Hacienda Heights"
"5546","Rowland Heights"
"5547","La Verne"
"5548","Mira Loma"
"5549","Monterey Park"
"5550","Mt Baldy"
"5551","Diamond Bar"
"5552","Rosemead"
"5553","San Dimas"
"5554","San Gabriel"
"5555","Temple City"
"5556","Upland"
"5557","Walnut"
"5558","West Covina"
"5559","Alhambra"
"5560","Bonita"
"5561","Boulevard"
"5562","Campo"
"5563","Chula Vista"
"5564","Descanso"
"5565","Dulzura"
"5566","Guatay"
"5567","Imperial Beach"
"5568","Jacumba"
"5569","Jamul"
"5570","La Mesa"
"5571","Lemon Grove"
"5572","Mount Laguna"
"5573","National City"
"5574","Potrero"
"5575","Tecate"
"5576","Bonsall"
"5577","Borrego Springs"
"5578","Cardiff By The Sea"
"5579","Del Mar"
"5580","El Cajon"
"5581","Encinitas"
"5582","Escondido"
"5583","Fallbrook"
"5584","La Jolla"
"5585","Camp Pendleton"
"5586","Pala"
"5587","Palomar Mountain"
"5588","Pauma Valley"
"5589","Poway"
"5590","Ramona"
"5591","Ranchita"
"5592","Rancho Santa Fe"
"5593","Santa Ysabel"
"5594","Santee"
"5595","Solana Beach"
"5596","Vista"
"5597","Valley Center"
"5598","Warner Springs"
"5599","Coronado"
"5600","San Ysidro"
"5601","Indio"
"5602","Indian Wells"
"5603","Palm Desert"
"5604","Banning"
"5605","Bard"
"5606","Blythe"
"5607","Brawley"
"5608","Cabazon"
"5609","Calexico"
"5610","Calipatria"
"5611","Cathedral City"
"5612","Coachella"
"5613","Desert Center"
"5614","Desert Hot Springs"
"5615","Earp"
"5616","El Centro"
"5617","Heber"
"5618","Holtville"
"5619","Joshua Tree"
"5620","La Quinta"
"5621","Mecca"
"5622","Morongo Valley"
"5623","Niland"
"5624","North Palm Springs"
"5625","Ocotillo"
"5626","Palm Springs"
"5627","Palo Verde"
"5628","Parker Dam"
"5629","Pioneertown"
"5630","Rancho Mirage"
"5631","Seeley"
"5632","Thermal"
"5633","Salton City"
"5634","Thousand Palms"
"5635","Twentynine Palms"
"5636","Vidal"
"5637","Westmorland"
"5638","Whitewater"
"5639","Winterhaven"
"5640","Yucca Valley"
"5641","Landers"
"5642","Adelanto"
"5643","Amboy"
"5644","Angelus Oaks"
"5645","Apple Valley"
"5646","Fort Irwin"
"5647","Grand Terrace"
"5648","Big Bear City"
"5649","Big Bear Lake"
"5650","Calimesa"
"5651","Cedar Glen"
"5652","Cedarpines Park"
"5653","Crestline"
"5654","Daggett"
"5655","Death Valley"
"5656","Fawnskin"
"5657","Fontana"
"5658","Forest Falls"
"5659","Green Valley Lake"
"5660","Helendale"
"5661","Hesperia"
"5662","Hinkley"
"5663","Lake Arrowhead"
"5664","Loma Linda"
"5665","Lucerne Valley"
"5666","Lytle Creek"
"5667","Needles"
"5668","Nipton"
"5669","Newberry Springs"
"5670","Oro Grande"
"5671","Phelan"
"5672","Pinon Hills"
"5673","Redlands"
"5674","Rialto"
"5675","Rimforest"
"5676","Running Springs"
"5677","Shoshone"
"5678","Skyforest"
"5679","Tecopa"
"5680","Twin Peaks"
"5681","Victorville"
"5682","Wrightwood"
"5683","Yermo"
"5684","Yucaipa"
"5685","San Bernardino"
"5686","Jurupa Valley"
"5687","March Air Reserve Base"
"5688","Lake Elsinore"
"5689","Aguanga"
"5690","Anza"
"5691","Hemet"
"5692","Idyllwild"
"5693","Moreno Valley"
"5694","Mountain Center"
"5695","Murrieta"
"5696","Nuevo"
"5697","Perris"
"5698","San Jacinto"
"5699","Menifee"
"5700","Temecula"
"5701","Wildomar"
"5702","Foothill Ranch"
"5703","Capistrano Beach"
"5704","Corona Del Mar"
"5705","Costa Mesa"
"5706","Dana Point"
"5707","Lake Forest"
"5708","Laguna Woods"
"5709","Huntington Beach"
"5710","Laguna Beach"
"5711","Laguna Hills"
"5712","Midway City"
"5713","Aliso Viejo"
"5714","Newport Coast"
"5715","Newport Beach"
"5716","San Clemente"
"5717","San Juan Capistrano"
"5718","Silverado"
"5719","Laguna Niguel"
"5720","Trabuco Canyon"
"5721","Rancho Santa Margarita"
"5722","Mission Viejo"
"5723","Ladera Ranch"
"5724","Santa Ana"
"5725","Fountain Valley"
"5726","Tustin"
"5727","Anaheim"
"5728","Brea"
"5729","Fullerton"
"5730","Garden Grove"
"5731","Norco"
"5732","Villa Park"
"5733","Placentia"
"5734","Yorba Linda"
"5735","Ventura"
"5736","Camarillo"
"5737","Carpinteria"
"5738","Moorpark"
"5739","Oak View"
"5740","Ojai"
"5741","Oxnard"
"5742","Piru"
"5743","Port Hueneme"
"5744","Point Mugu Nawc"
"5745","Port Hueneme Cbc Base"
"5746","Santa Paula"
"5747","Simi Valley"
"5748","Brandeis"
"5749","Somis"
"5750","Summerland"
"5751","Santa Barbara"
"5752","Goleta"
"5753","Alpaugh"
"5754","Armona"
"5755","Arvin"
"5756","Avenal"
"5757","Bodfish"
"5758","Buttonwillow"
"5759","California Hot Springs"
"5760","Camp Nelson"
"5761","Coalinga"
"5762","Corcoran"
"5763","Ducor"
"5764","Earlimart"
"5765","Pine Mountain Club"
"5766","Fellows"
"5767","Frazier Park"
"5768","Glennville"
"5769","Hanford"
"5770","Huron"
"5771","Kernville"
"5772","Kettleman City"
"5773","Lake Isabella"
"5774","Laton"
"5775","Lebec"
"5776","Lemon Cove"
"5777","Lemoore"
"5778","Lost Hills"
"5779","Mc Farland"
"5780","Mc Kittrick"
"5781","Maricopa"
"5782","New Cuyama"
"5783","Onyx"
"5784","Pixley"
"5785","Porterville"
"5786","Posey"
"5787","Richgrove"
"5788","Sequoia National Park"
"5789","Shafter"
"5790","Strathmore"
"5791","Terra Bella"
"5792","Tipton"
"5793","Tulare"
"5794","Tupman"
"5795","Visalia"
"5796","Wasco"
"5797","Weldon"
"5798","Wofford Heights"
"5799","Woodlake"
"5800","Woody"
"5801","Bakersfield"
"5802","San Luis Obispo"
"5803","Los Osos"
"5804","Arroyo Grande"
"5805","Atascadero"
"5806","Avila Beach"
"5807","Bradley"
"5808","Buellton"
"5809","Cambria"
"5810","Casmalia"
"5811","Cayucos"
"5812","Creston"
"5813","Grover Beach"
"5814","Guadalupe"
"5815","Lompoc"
"5816","Los Alamos"
"5817","Los Olivos"
"5818","Morro Bay"
"5819","Nipomo"
"5820","Oceano"
"5821","Paso Robles"
"5822","Pismo Beach"
"5823","San Ardo"
"5824","San Miguel"
"5825","San Simeon"
"5826","Santa Margarita"
"5827","Santa Ynez"
"5828","Shandon"
"5829","Solvang"
"5830","Mojave"
"5831","California City"
"5832","Big Pine"
"5833","Boron"
"5834","Caliente"
"5835","Cantil"
"5836","Darwin"
"5837","Independence"
"5838","Inyokern"
"5839","Johannesburg"
"5840","June Lake"
"5841","Keeler"
"5842","Lake Hughes"
"5843","Lee Vining"
"5844","Littlerock"
"5845","Lone Pine"
"5846","Mammoth Lakes"
"5847","Olancha"
"5848","Pearblossom"
"5849","Randsburg"
"5850","Ridgecrest"
"5851","Red Mountain"
"5852","Rosamond"
"5853","Tehachapi"
"5854","Trona"
"5855","Valyermo"
"5856","Ahwahnee"
"5857","Auberry"
"5858","Badger"
"5859","Bass Lake"
"5860","Big Creek"
"5861","Biola"
"5862","Cantua Creek"
"5863","Caruthers"
"5864","Chowchilla"
"5865","Clovis"
"5866","Coarsegold"
"5867","Cutler"
"5868","Del Rey"
"5869","Dinuba"
"5870","Dos Palos"
"5871","Dunlap"
"5872","Firebaugh"
"5873","Fish Camp"
"5874","Five Points"
"5875","Fowler"
"5876","Friant"
"5877","Helm"
"5878","Hume"
"5879","Kerman"
"5880","Kingsburg"
"5881","Kings Canyon National Pk"
"5882","Los Banos"
"5883","Mendota"
"5884","Miramonte"
"5885","North Fork"
"5886","O Neals"
"5887","Orange Cove"
"5888","Orosi"
"5889","Parlier"
"5890","Prather"
"5891","Raisin City"
"5892","Raymond"
"5893","Reedley"
"5894","San Joaquin"
"5895","Selma"
"5896","Shaver Lake"
"5897","South Dos Palos"
"5898","Sultana"
"5899","Tollhouse"
"5900","Tranquillity"
"5901","Wishon"
"5902","Traver"
"5903","Squaw Valley"
"5904","Salinas"
"5905","Big Sur"
"5906","Carmel By The Sea"
"5907","Carmel Valley"
"5908","Chualar"
"5909","Jolon"
"5910","King City"
"5911","Marina"
"5912","Pacific Grove"
"5913","Pebble Beach"
"5914","San Lucas"
"5915","Seaside"
"5916","Soledad"
"5917","Spreckels"
"5918","Brisbane"
"5919","Burlingame"
"5920","Daly City"
"5921","Half Moon Bay"
"5922","La Honda"
"5923","Loma Mar"
"5924","Los Altos"
"5925","Menlo Park"
"5926","Atherton"
"5927","Portola Valley"
"5928","Millbrae"
"5929","Montara"
"5930","Moss Beach"
"5931","Mountain View"
"5932","Pacifica"
"5933","Pescadero"
"5934","Redwood City"
"5935","San Bruno"
"5936","San Carlos"
"5937","San Gregorio"
"5938","South San Francisco"
"5939","San Francisco"
"5940","Palo Alto"
"5941","Stanford"
"5942","Alameda"
"5943","American Canyon"
"5944","Discovery Bay"
"5945","Angwin"
"5946","Antioch"
"5947","Benicia"
"5948","Bethel Island"
"5949","Birds Landing"
"5950","Calistoga"
"5951","Pleasant Hill"
"5952","Diablo"
"5953","El Cerrito"
"5954","Travis Afb"
"5955","Fremont"
"5956","Hayward"
"5957","Castro Valley"
"5958","Hercules"
"5959","Knightsen"
"5960","Livermore"
"5961","Martinez"
"5962","Moraga"
"5963","Napa"
"5964","Oakley"
"5965","Orinda"
"5966","Pinole"
"5967","Pope Valley"
"5968","Port Costa"
"5969","Rodeo"
"5970","Saint Helena"
"5971","San Leandro"
"5972","San Lorenzo"
"5973","San Ramon"
"5974","Suisun City"
"5975","Sunol"
"5976","Vallejo"
"5977","Walnut Creek"
"5978","Yountville"
"5979","Emeryville"
"5980","Berkeley"
"5981","El Sobrante"
"5982","San Pablo"
"5983","San Rafael"
"5984","Greenbrae"
"5985","Belvedere Tiburon"
"5986","Bodega"
"5987","Bodega Bay"
"5988","Bolinas"
"5989","Corte Madera"
"5990","Rohnert Park"
"5991","Dillon Beach"
"5992","Fairfax"
"5993","Cotati"
"5994","Forest Knolls"
"5995","Lagunitas"
"5996","Larkspur"
"5997","Mill Valley"
"5998","Novato"
"5999","Nicasio"
"6000","Olema"
"6001","Penngrove"
"6002","Petaluma"
"6003","Point Reyes Station"
"6004","Ross"
"6005","San Anselmo"
"6006","San Geronimo"
"6007","San Quentin"
"6008","Sausalito"
"6009","Stinson Beach"
"6010","Tomales"
"6011","Valley Ford"
"6012","Woodacre"
"6013","Alviso"
"6014","Aptos"
"6015","Aromas"
"6016","Ben Lomond"
"6017","Boulder Creek"
"6018","Brookdale"
"6019","Capitola"
"6020","Coyote"
"6021","Cupertino"
"6022","Gilroy"
"6023","Los Gatos"
"6024","Milpitas"
"6025","Morgan Hill"
"6026","Moss Landing"
"6027","Mount Hermon"
"6028","Paicines"
"6029","San Juan Bautista"
"6030","San Martin"
"6031","Santa Clara"
"6032","Santa Cruz"
"6033","Scotts Valley"
"6034","Soquel"
"6035","Tres Pinos"
"6036","Watsonville"
"6037","San Jose"
"6038","Mount Hamilton"
"6039","Acampo"
"6040","Angels Camp"
"6041","Arnold"
"6042","Burson"
"6043","Campo Seco"
"6044","Clements"
"6045","Copperopolis"
"6046","French Camp"
"6047","Glencoe"
"6048","Hathaway Pines"
"6049","Lockeford"
"6050","Mokelumne Hill"
"6051","Mountain Ranch"
"6052","Murphys"
"6053","Rail Road Flat"
"6054","San Andreas"
"6055","Vallecito"
"6056","Valley Springs"
"6057","Wallace"
"6058","Wilseyville"
"6059","Atwater"
"6060","Ballico"
"6061","Tracy"
"6062","Big Oak Flat"
"6063","Catheys Valley"
"6064","Coulterville"
"6065","Cressey"
"6066","Crows Landing"
"6067","Denair"
"6068","El Nido"
"6069","El Portal"
"6070","Empire"
"6071","Escalon"
"6072","Hickman"
"6073","Hilmar"
"6074","Hornitos"
"6075","Hughson"
"6076","Keyes"
"6077","Lathrop"
"6078","Le Grand"
"6079","Long Barn"
"6080","Manteca"
"6081","Mariposa"
"6082","Merced"
"6083","Midpines"
"6084","Mi Wuk Village"
"6085","Modesto"
"6086","Newman"
"6087","Pinecrest"
"6088","Planada"
"6089","Ripon"
"6090","Riverbank"
"6091","Salida"
"6092","Snelling"
"6093","Soulsbyville"
"6094","Stevinson"
"6095","Strawberry"
"6096","Tuolumne"
"6097","Turlock"
"6098","Twain Harte"
"6099","Vernalis"
"6100","Westley"
"6101","Winton"
"6102","Yosemite National Park"
"6103","Annapolis"
"6104","Branscomb"
"6105","Caspar"
"6106","Cazadero"
"6107","Clearlake"
"6108","Clearlake Oaks"
"6109","Cloverdale"
"6110","Cobb"
"6111","Comptche"
"6112","Covelo"
"6113","Dos Rios"
"6114","Duncans Mills"
"6115","Eldridge"
"6116","Elk"
"6117","Finley"
"6118","Fort Bragg"
"6119","Geyserville"
"6120","Glen Ellen"
"6121","Glenhaven"
"6122","Graton"
"6123","Gualala"
"6124","Guerneville"
"6125","Healdsburg"
"6126","Hopland"
"6127","Jenner"
"6128","Kelseyville"
"6129","Kenwood"
"6130","Lakeport"
"6131","Laytonville"
"6132","Little River"
"6133","Lower Lake"
"6134","Lucerne"
"6135","Mendocino"
"6136","Monte Rio"
"6137","Navarro"
"6138","Nice"
"6139","Occidental"
"6140","Philo"
"6141","Hidden Valley Lake"
"6142","Point Arena"
"6143","Potter Valley"
"6144","Redwood Valley"
"6145","Rio Nido"
"6146","Sebastopol"
"6147","Sonoma"
"6148","Ukiah"
"6149","Upper Lake"
"6150","Villa Grande"
"6151","Willits"
"6152","Witter Springs"
"6153","The Sea Ranch"
"6154","Eureka"
"6155","Alderpoint"
"6156","Blocksburg"
"6157","Mckinleyville"
"6158","Arcata"
"6159","Blue Lake"
"6160","Burnt Ranch"
"6161","Carlotta"
"6162","Fields Landing"
"6163","Fortuna"
"6164","Garberville"
"6165","Gasquet"
"6166","Honeydew"
"6167","Hoopa"
"6168","Hydesville"
"6169","Klamath"
"6170","Kneeland"
"6171","Korbel"
"6172","Loleta"
"6173","Mad River"
"6174","Miranda"
"6175","Myers Flat"
"6176","Orick"
"6177","Phillipsville"
"6178","Redway"
"6179","Rio Dell"
"6180","Salyer"
"6181","Samoa"
"6182","Scotia"
"6183","Smith River"
"6184","Somes Bar"
"6185","Redcrest"
"6186","Weott"
"6187","Willow Creek"
"6188","Piercy"
"6189","Whitethorn"
"6190","Zenia"
"6191","Amador City"
"6192","West Sacramento"
"6193","Brooks"
"6194","Capay"
"6195","Carmichael"
"6196","Citrus Heights"
"6197","Cool"
"6198","Courtland"
"6199","Davis"
"6200","Diamond Springs"
"6201","Dixon"
"6202","El Dorado"
"6203","Elk Grove"
"6204","Elverta"
"6205","Esparto"
"6206","Fair Oaks"
"6207","Fiddletown"
"6208","Foresthill"
"6209","Galt"
"6210","Garden Valley"
"6211","Grizzly Flats"
"6212","Guinda"
"6213","Herald"
"6214","Hood"
"6215","Ione"
"6216","Isleton"
"6217","Knights Landing"
"6218","Loomis"
"6219","Lotus"
"6220","Mcclellan"
"6221","Nicolaus"
"6222","North Highlands"
"6223","Roseville"
"6224","Orangevale"
"6225","Penryn"
"6226","Pilot Hill"
"6227","Pioneer"
"6228","Placerville"
"6229","Pleasant Grove"
"6230","Rancho Cordova"
"6231","Rescue"
"6232","Rio Linda"
"6233","Rio Oso"
"6234","River Pines"
"6235","Rocklin"
"6236","Rumsey"
"6237","Ryde"
"6238","Shingle Springs"
"6239","Sloughhouse"
"6240","Sutter Creek"
"6241","Vacaville"
"6242","Volcano"
"6243","Walnut Grove"
"6244","Yolo"
"6245","Zamora"
"6246","Drytown"
"6247","Alta"
"6248","Applegate"
"6249","Camino"
"6250","Colfax"
"6251","Dutch Flat"
"6252","Emigrant Gap"
"6253","Gold Run"
"6254","Kyburz"
"6255","Echo Lake"
"6256","Meadow Vista"
"6257","Norden"
"6258","Pollock Pines"
"6259","Soda Springs"
"6260","Twin Bridges"
"6261","Granite Bay"
"6262","El Dorado Hills"
"6263","Antelope"
"6264","Beale Afb"
"6265","Alleghany"
"6266","Arbuckle"
"6267","Belden"
"6268","Berry Creek"
"6269","Biggs"
"6270","Browns Valley"
"6271","Butte City"
"6272","Camptonville"
"6273","Canyon Dam"
"6274","Challenge"
"6275","Clipper Mills"
"6276","Colusa"
"6277","Crescent Mills"
"6278","Dobbins"
"6279","Downieville"
"6280","Dunnigan"
"6281","Elk Creek"
"6282","Forbestown"
"6283","Forest Ranch"
"6284","Glenn"
"6285","Goodyears Bar"
"6286","Grass Valley"
"6287","Penn Valley"
"6288","Gridley"
"6289","Grimes"
"6290","Hamilton City"
"6291","Magalia"
"6292","Meadow Valley"
"6293","Nevada City"
"6294","North San Juan"
"6295","Olivehurst"
"6296","Oregon House"
"6297","Orland"
"6298","Oroville"
"6299","Palermo"
"6300","Richvale"
"6301","Rough And Ready"
"6302","Smartsville"
"6303","Stirling City"
"6304","Stonyford"
"6305","Strawberry Valley"
"6306","Sutter"
"6307","Taylorsville"
"6308","Twain"
"6309","Williams"
"6310","Willows"
"6311","Yuba City"
"6312","Adin"
"6313","Bella Vista"
"6314","Bieber"
"6315","Big Bar"
"6316","Big Bend"
"6317","Burney"
"6318","Canby"
"6319","Cassel"
"6320","Castella"
"6321","Shasta Lake"
"6322","Cottonwood"
"6323","Dorris"
"6324","Douglas City"
"6325","Dunsmuir"
"6326","Fall River Mills"
"6327","Flournoy"
"6328","Forks Of Salmon"
"6329","Fort Jones"
"6330","French Gulch"
"6331","Gazelle"
"6332","Gerber"
"6333","Greenview"
"6334","Grenada"
"6335","Happy Camp"
"6336","Hat Creek"
"6337","Hayfork"
"6338","Hornbrook"
"6339","Hyampom"
"6340","Igo"
"6341","Junction City"
"6342","Klamath River"
"6343","Lakehead"
"6344","Lookout"
"6345","Los Molinos"
"6346","Mcarthur"
"6347","Mccloud"
"6348","Macdoel"
"6349","Manton"
"6350","Montgomery Creek"
"6351","Mount Shasta"
"6352","Nubieber"
"6353","Oak Run"
"6354","Old Station"
"6355","Palo Cedro"
"6356","Paskenta"
"6357","Paynes Creek"
"6358","Platina"
"6359","Red Bluff"
"6360","Scott Bar"
"6361","Seiad Valley"
"6362","Shasta"
"6363","Shingletown"
"6364","Tehama"
"6365","Trinity Center"
"6366","Vina"
"6367","Weaverville"
"6368","Weed"
"6369","Whitmore"
"6370","Yreka"
"6371","Alturas"
"6372","Blairsden Graeagle"
"6373","Chilcoot"
"6374","Clio"
"6375","Coleville"
"6376","Davis Creek"
"6377","Doyle"
"6378","Eagleville"
"6379","Floriston"
"6380","Fort Bidwell"
"6381","Herlong"
"6382","Janesville"
"6383","Likely"
"6384","Loyalton"
"6385","Madeline"
"6386","Markleeville"
"6387","Portola"
"6388","Ravendale"
"6389","Calpine"
"6390","Sierra City"
"6391","Sierraville"
"6392","Standish"
"6393","Beckwourth"
"6394","Susanville"
"6395","Termo"
"6396","Topaz"
"6397","Tulelake"
"6398","Vinton"
"6399","Carnelian Bay"
"6400","Homewood"
"6401","Tahoma"
"6402","Kings Beach"
"6403","Tahoe City"
"6404","Olympic Valley"
"6405","Tahoe Vista"
"6406","South Lake Tahoe"
"6407","Truckee"
"6408","Beavercreek"
"6409","Beaverton"
"6410","Boring"
"6411","Brightwood"
"6412","Cascade Locks"
"6413","Clackamas"
"6414","Clatskanie"
"6415","Columbia City"
"6416","Corbett"
"6417","Donald"
"6418","Dufur"
"6419","Eagle Creek"
"6420","Estacada"
"6421","Gervais"
"6422","Government Camp"
"6423","Gresham"
"6424","Hood River"
"6425","Lake Oswego"
"6426","Maupin"
"6427","Molalla"
"6428","Moro"
"6429","Mosier"
"6430","Mount Hood Parkdale"
"6431","Mulino"
"6432","Oregon City"
"6433","Rainier"
"6434","Rhododendron"
"6435","Rufus"
"6436","Saint Helens"
"6437","Deer Island"
"6438","Sandy"
"6439","Scappoose"
