OBJECTID,year,origin,enplanements,passengers,departures,arrivals,freight,mail
1196,2024,UST,30,28,7,10,0,0
1197,2024,UT1,36,36,14,14,0,0
1198,2024,UTO,20,20,16,14,118074,0
1199,2024,UUK,0,0,48,48,1507336,0
1200,2024,UXO,4,4,2,1,0,0
1201,2024,UXR,1003,1003,89,89,0,0
1202,2024,VA4,7,7,2,4,0,0
1203,2024,VA5,5,5,3,3,0,0
1204,2024,VA8,23,23,9,10,0,0
1205,2024,VAK,5426,7259,2277,2281,46973,83556
1206,2024,VCT,14006,14007,630,631,0,0
1207,2024,VCV,2577,2577,48,47,2646,0
1208,2024,VDI,7,7,2,1,0,0
1209,2024,VDZ,2874,2891,345,342,14697,0
1210,2024,VEE,1532,2806,780,791,84988,62285
1211,2024,VEL,10571,10571,623,624,0,0
1212,2024,VGC,15,15,4,4,0,0
1213,2024,VGT,24,24,7,21,0,0
1214,2024,VIK,43,52,38,39,8738,711
1215,2024,VIS,9,9,671,928,685571,0
1216,2024,VJI,15,15,2,2,0,0
1217,2024,VLD,46739,46739,767,768,0,0
1218,2024,VNC,24,24,8,11,0,0
1219,2024,VNY,1371,1397,419,443,0,0
1220,2024,VOK,322,322,3,2,0,0
1221,2024,VPS,1164725,1165928,9976,9978,6271,0
1222,2024,VQS,37750,37750,7808,8045,1035,53451
1223,2024,VRB,88264,88478,909,907,0,0
1224,2024,VSF,2,2,1,1,0,0
1225,2024,VUO,9,9,7,8,0,0
1226,2024,VWD,9,9,2,1,0,0
1227,2024,VWE,1,1,5,5,0,0
1228,2024,VWK,121,121,31,29,0,0
1229,2024,VWO,4,4,2,2,0,0
1230,2024,VWS,2,2,1,1,0,0
1231,2024,VZY,171,171,12,12,6415,0
1232,2024,WA5,6,6,1,1,0,0
1233,2024,WAA,1043,1391,513,515,44817,25873
1234,2024,WBB,2192,3597,1458,1459,44507,31747
1235,2024,WBQ,831,1028,396,399,32126,5381
1236,2024,WCR,29,29,25,25,0,0
1237,2024,WFB,5798,5799,2855,2804,706219,752053
1238,2024,WGO,14,14,2,1,0,0
1239,2024,WHD,56,54,69,69,1068,3091
1240,2024,WI7,4,4,1,1,0,0
1241,2024,WJF,1,1,1,1,0,0
1242,2024,WKV,1,1,1,1,0,0
1243,2024,WLK,4154,4625,1359,1358,76268,44123
1244,2024,WMK,1,6,27,29,451,721
1245,2024,WMO,1380,3443,1005,1005,119860,86425
1246,2024,WNA,1795,1859,1447,1449,44596,16762
1247,2024,WQC,1,1,2,1,0,0
1248,2024,WRG,14560,57466,1159,1161,1951333,565991
1249,2024,WRI,417,417,9,3,0,0
1250,2024,WSH,6,6,6,6,0,0
1251,2024,WSN,63,242,224,224,5006,9329
1252,2024,WST,12289,12388,3275,3250,23923,0
1253,2024,WSX,1014,1014,400,426,5,0
1254,2024,WTK,4062,4766,1292,1294,54553,18653
1255,2024,WTL,3474,4227,2241,2242,39182,40674
1256,2024,WVI,0,0,1,1,0,0
1257,2024,WVL,34,34,10,7,0,0
1258,2024,WWA,7,7,2,2,0,0
1259,2024,WWD,12,12,5,4,0,0
1260,2024,WWP,2,10,98,100,8648,18530
1261,2024,WWT,1924,2637,1501,1497,11782,43445
1262,2024,WYS,9565,9565,310,310,0,0
1263,2024,XNA,1123076,1127164,15601,15608,15310,0
1264,2024,XWA,99718,99730,2314,2363,223692,0
1265,2024,XWW,6,6,3,1,0,0
1266,2024,XXN,0,0,1,1,720,0
1267,2024,XXP,0,0,8,8,9440,0
1268,2024,XXS,6,6,3,3,0,0
1269,2024,XXY,0,0,1,7,63,0
1270,2024,YAK,11923,24681,1112,1112,2648207,351052
1271,2024,YIP,3979,3997,909,914,1206954,0
1272,2024,YKM,41448,41924,1477,1285,1216061,0
1273,2024,YNG,480,1027,11,9,0,0
1274,2024,YUM,79786,79900,1793,1820,15675,0
1275,2024,ZNC,0,0,3,3,1444,0
1276,2024,ZXC,0,0,1,8,83,0
1277,2024,ZXF,1,1,3,3,4200,0
1278,2024,ZXH,4,4,3,3,0,0
1279,2024,ZXU,70,70,21,20,0,0
