"","ZPR_1","FIDELmid","cohort2"
"107",-0.641640185508649,4.27272727272727,1
"108",0.427760123672433,3.90909090909091,1
"109",0.213880061836217,4.63636363636364,1
"110",-0.641640185508649,2.54545454545455,1
"111",0.855520247344866,3.81818181818182,0
"112",1.71104049468973,4.90909090909091,1
"113",0.213880061836217,3.09090909090909,0
"114",0.64164018550865,5,1
"115",0.213880061836217,4.81818181818182,1
"116",-0.855520247344866,4.36363636363636,1
"117",-1.49716043285352,5,1
"118",7.15904574140093e-16,4.81818181818182,1
"119",1.49716043285352,5,1
"120",0.427760123672433,4.81818181818182,1
"121",0.213880061836217,4.63636363636364,1
"122",0.855520247344866,5,1
"123",0.427760123672433,5,1
"124",0.855520247344866,4.81818181818182,1
"125",-0.213880061836216,4.36363636363636,1
"126",-0.213880061836216,4.09090909090909,1
"127",-2.5665607420346,3.72727272727273,1
"128",0.855520247344866,5,1
"129",-1.71104049468973,4.81818181818182,1
"130",-1.06940030918108,4.36363636363636,1
"131",-0.427760123672433,4.45454545454545,1
"132",-1.2832803710173,4.18181818181818,1
"133",-0.427760123672433,1.63636363636364,1
"134",-1.06940030918108,3.45454545454545,1
"135",-0.855520247344866,4,1
"136",0.427760123672433,4.63636363636364,1
"137",-2.13880061836217,3.63636363636364,1
"138",-0.213880061836216,4,1
"139",-0.641640185508649,3.72727272727273,1
"140",0.427760123672433,4.54545454545455,1
"141",-0.427760123672433,4,1
"142",0.427760123672433,4.09090909090909,1
"143",0.213880061836217,4.45454545454545,1
"144",-0.427760123672433,4.54545454545455,1
"145",0.427760123672433,4.63636363636364,0
"146",7.15904574140093e-16,3.90909090909091,1
"147",0.64164018550865,4.81818181818182,1
"148",0.427760123672433,4.63636363636364,1
"149",-1.49716043285352,4.90909090909091,1
"150",0.855520247344866,4.45454545454545,1
"151",0.427760123672433,4.81818181818182,1
"152",1.2832803710173,4.36363636363636,0
"153",1.2832803710173,4.09090909090909,0
"154",0.855520247344866,3.27272727272727,1
"155",-1.06940030918108,4.63636363636364,1
"156",0.855520247344866,5,1
"157",-1.2832803710173,4.45454545454545,1
"158",-1.2832803710173,3.27272727272727,1
"159",-0.855520247344866,5,1
"160",0.64164018550865,4.09090909090909,1
"161",-0.213880061836216,4.36363636363636,1
"162",1.2832803710173,4.72727272727273,1
"163",0.64164018550865,4.90909090909091,1
"164",-0.427760123672433,4.90909090909091,1
"165",0.427760123672433,5,1
"166",-0.427760123672433,4.63636363636364,1
"167",-2.5665607420346,3.81818181818182,1
"168",-1.06940030918108,4.63636363636364,0
"169",0.213880061836217,4.27272727272727,0
"170",-0.213880061836216,3.81818181818182,0
"171",-0.427760123672433,3.81818181818182,0
"172",0.855520247344866,3.90909090909091,0
"173",1.2832803710173,5,0
"174",-0.641640185508649,3,0
"175",7.15904574140093e-16,4.81818181818182,1
"176",1.2832803710173,4.36363636363636,0
"177",1.06940030918108,4.63636363636364,0
"178",0.213880061836217,4.72727272727273,0
"179",-0.213880061836216,2.90909090909091,0
"180",-0.855520247344866,4.18181818181818,0
"181",-0.427760123672433,3.72727272727273,0
"182",-2.5665607420346,4.18181818181818,1
"183",-1.49716043285352,4.63636363636364,1
"184",-1.06940030918108,2.81818181818182,1
"185",-0.427760123672433,5,1
"186",-2.13880061836217,4.09090909090909,1
"187",0.427760123672433,3.72727272727273,1
"188",0.213880061836217,3.90909090909091,1
"189",0.427760123672433,5,1
"190",-0.427760123672433,4.54545454545455,1
"191",0.213880061836217,4.81818181818182,1
"192",0.855520247344866,4.90909090909091,1
"193",-1.71104049468973,4.18181818181818,1
"194",0.855520247344866,4.90909090909091,1
"195",1.49716043285352,4.90909090909091,1
"196",1.71104049468973,5,0
"197",-1.06940030918108,5,1
"198",-0.641640185508649,4.90909090909091,0
"199",1.06940030918108,5,0
"200",0.427760123672433,5,0
"201",1.06940030918108,4.45454545454545,0
"202",-0.213880061836216,3,0
"203",1.71104049468973,4.72727272727273,0
"204",-0.213880061836216,4.90909090909091,0
"205",-0.855520247344866,4,0
"206",0.427760123672433,3.45454545454545,1
"207",-0.427760123672433,3.54545454545455,0
"208",0.213880061836217,1.81818181818182,0
"209",0.427760123672433,4.36363636363636,0
"210",-0.641640185508649,5,0
"211",0.64164018550865,5,0
"212",1.71104049468973,5,0
"213",1.49716043285352,5,0
"214",-1.06940030918108,5,0
"215",1.71104049468973,4.72727272727273,0
"216",-0.641640185508649,5,0
