"","ZPR_1","FIDELmid","cohort2"
"1",0.64164018550865,2.72727272727273,0
"2",-0.855520247344866,3.81818181818182,0
"3",7.15904574140093e-16,4.54545454545455,1
"4",0.427760123672433,4.72727272727273,0
"5",-1.2832803710173,4.72727272727273,1
"6",-2.99432086570703,3.54545454545455,1
"7",0.213880061836217,3.63636363636364,0
"8",-0.855520247344866,3.36363636363636,0
"9",-0.641640185508649,4.72727272727273,1
"10",-1.06940030918108,3.90909090909091,1
"11",0.64164018550865,5,1
"12",7.15904574140093e-16,3,1
"13",-1.06940030918108,4.18181818181818,1
"14",-0.641640185508649,4.54545454545455,1
"15",-1.2832803710173,4.45454545454545,1
"16",-0.641640185508649,3.72727272727273,1
"17",1.49716043285352,4.63636363636364,1
"18",0.427760123672433,4.18181818181818,1
"19",7.15904574140093e-16,4,1
"20",-0.641640185508649,4.45454545454545,1
"21",0.64164018550865,4.90909090909091,1
"22",-0.855520247344866,4.09090909090909,1
"23",-1.06940030918108,4.18181818181818,1
"24",-0.427760123672433,4.72727272727273,1
"25",0.855520247344866,4.90909090909091,1
"26",1.71104049468973,4.45454545454545,1
"27",-0.427760123672433,4,1
"28",0.213880061836217,5,1
"29",1.06940030918108,5,1
"30",1.06940030918108,4.90909090909091,1
"31",0.427760123672433,4.63636363636364,1
"32",1.06940030918108,4.81818181818182,1
"33",0.213880061836217,4.90909090909091,1
"34",-1.71104049468973,4.81818181818182,1
"35",-0.213880061836216,4.54545454545455,1
"36",0.427760123672433,4.63636363636364,0
"37",1.06940030918108,4.63636363636364,1
"38",0.64164018550865,4.81818181818182,1
"39",0.213880061836217,4,1
"40",-1.06940030918108,2.90909090909091,1
"41",0.855520247344866,4.90909090909091,1
"42",0.855520247344866,4.09090909090909,1
"43",-1.2832803710173,4.63636363636364,1
"44",1.06940030918108,5,1
"45",0.213880061836217,4.63636363636364,1
"46",1.06940030918108,5,0
"47",-0.855520247344866,4.54545454545455,0
"48",-0.641640185508649,5,0
"49",0.64164018550865,5,0
"50",1.06940030918108,4.45454545454545,0
"51",1.71104049468973,5,1
"52",1.06940030918108,5,0
"53",1.06940030918108,4.90909090909091,0
"54",-0.855520247344866,5,1
"55",-0.213880061836216,4.90909090909091,1
"56",1.71104049468973,5,1
"57",0.427760123672433,3.45454545454545,1
"58",0.427760123672433,4.63636363636364,1
"59",0.427760123672433,3.90909090909091,1
"60",-0.213880061836216,4.09090909090909,1
"61",-0.427760123672433,3.18181818181818,1
"62",0.213880061836217,4.72727272727273,0
"63",1.71104049468973,5,1
"64",0.64164018550865,4.63636363636364,1
"65",-0.641640185508649,4.81818181818182,1
"66",1.71104049468973,2.72727272727273,0
"67",0.855520247344866,4.45454545454545,1
"68",1.49716043285352,3.09090909090909,1
"69",-1.92492055652595,4.27272727272727,1
"70",1.49716043285352,5,1
"71",-0.427760123672433,4.72727272727273,1
"72",7.15904574140093e-16,4.72727272727273,0
"73",0.855520247344866,5,0
"74",-0.641640185508649,5,0
"75",-0.641640185508649,4.18181818181818,1
"76",-0.641640185508649,4.54545454545455,1
"77",-0.213880061836216,3.54545454545455,1
"78",0.213880061836217,3.54545454545455,1
"79",-2.78044080387082,2.36363636363636,1
"80",-2.5665607420346,4.18181818181818,1
"81",-0.641640185508649,4.18181818181818,1
"82",7.15904574140093e-16,4.63636363636364,1
"83",-0.855520247344866,4.54545454545455,1
"84",0.213880061836217,3.90909090909091,1
"85",-1.06940030918108,3.72727272727273,1
"86",-0.213880061836216,4.18181818181818,1
"87",7.15904574140093e-16,4.45454545454545,1
"88",0.64164018550865,3.81818181818182,1
"89",-0.427760123672433,4.36363636363636,1
"90",7.15904574140093e-16,4.72727272727273,1
"91",-0.213880061836216,5,1
"92",0.213880061836217,4.72727272727273,0
"93",-0.427760123672433,5,1
"94",0.427760123672433,5,1
"95",0.855520247344866,5,1
"96",0.855520247344866,4.27272727272727,1
"97",-0.641640185508649,4.90909090909091,1
"98",1.71104049468973,5,1
"99",0.855520247344866,5,0
"100",7.15904574140093e-16,4.63636363636364,1
"101",-0.855520247344866,4.54545454545455,1
"102",1.06940030918108,5,1
"103",1.06940030918108,5,1
"104",-2.5665607420346,4.90909090909091,0
"105",-0.641640185508649,4.27272727272727,1
"106",-1.71104049468973,3.90909090909091,1
