aun2,SchoolName,AUN,SchoolNumber,LEAName,NumBlack,DropRate,EconDisadv,PctELL,NumFemale
1265150015294,Kelly John B Sch,126515001,5294,Philadelphia City SD,88.14,0,81.23,0,46.85
1265150016525,Conwell Russell MS,126515001,6525,Philadelphia City SD,42.04,0,98.57,0.41,51.84
1265150016528,Harrington Avery D Sch,126515001,6528,Philadelphia City SD,91.38,0,81.83,1.47,48.81
1265150016544,Willard Frances E Sch,126515001,6544,Philadelphia City SD,29.1,0,80.42,12.57,47.49
1265150016548,Parkway Northwest,126515001,6548,Philadelphia City SD,93.64,0,82.27,1.36,49.55
1265150016675,King Martin Luther HS,126515001,6675,Philadelphia City SD,97.05,15.16,84.72,0.95,40.04
1265150016767,Clemente Roberto MS,126515001,6767,Philadelphia City SD,32.66,3.36,87.84,25.45,43.47
1265150016768,Meehan Austin MS,126515001,6768,Philadelphia City SD,37.99,0.36,80.45,6.52,44.88
1265150016822,Franklin LC,126515001,6822,Philadelphia City SD,50.81,2.42,84.79,15.55,59.68
1265150016823,Amy At Martin,126515001,6823,Philadelphia City SD,23.02,0.36,96.88,0.72,51.32
1265150016913,Fitler Academics Plus,126515001,6913,Philadelphia City SD,93.9,0,84.15,0,53.25
1265150017022,Middle Years Alternative,126515001,7022,Philadelphia City SD,82.43,0,93.31,2.51,59.41
1265150017175,DeBurgos Bilingual Magnet MS,126515001,7175,Philadelphia City SD,13.03,0.51,88.51,25.47,46.45
1265150017225,Waring Laura W Sch,126515001,7225,Philadelphia City SD,77.14,0,81.27,0.95,48.89
1265150017226,Fell D Newlin Sch,126515001,7226,Philadelphia City SD,12.25,0,86.49,25.41,45.23
1265150017228,Key Francis Scott Sch,126515001,7228,Philadelphia City SD,8.84,0,83.73,43.37,48.8
1265150017242,Harding Warren G MS,126515001,7242,Philadelphia City SD,59.01,1.47,90.53,11.02,41.37
1265150017245,Sayre William L MS,126515001,7245,Philadelphia City SD,95.45,6.53,84.78,0.4,45.26
1265150017253,Wilson Woodrow MS,126515001,7253,Philadelphia City SD,33.31,0.12,84.11,15.81,46.58
1265150017255,Strawberry Mansion HS,126515001,7255,Philadelphia City SD,98.45,18.31,86.01,0.26,44.04
1265150017256,Adaire Alexander Sch,126515001,7256,Philadelphia City SD,6.76,0,83.66,1.69,49.58
1265150017368,Feltonville Sch of Arts & Sciences,126515001,7368,Philadelphia City SD,26.94,1.74,93.8,19.77,43.99
1265150017472,Overbrook Elementary School,126515001,7472,Philadelphia City SD,92.21,0,82.68,0,43.72
1265150017521,Marshall Thurgood,126515001,7521,Philadelphia City SD,58.19,0,80.52,12.26,47.1
1265150017522,Munoz-Marin Luis,126515001,7522,Philadelphia City SD,12.14,0,81.36,19.8,51.59
1265150017663,Washington Grover Jr Sch,126515001,7663,Philadelphia City SD,56.17,0,91.06,12.7,44.72
1265150017780,Paul Robeson HS for Human Services,126515001,7780,Philadelphia City SD,93.79,1.09,87.59,5.86,58.28
1265150017782,Parkway-Center City,126515001,7782,Philadelphia City SD,79.78,0,86.64,1.26,58.66
1265150017808,Parkway West,126515001,7808,Philadelphia City SD,96.56,3.77,80.07,0.34,57.73
1265150017813,Randolph A. Philip AVT HS,126515001,7813,Philadelphia City SD,90.84,1.68,89.77,1.62,32.32
1265150017815,Motivation HS,126515001,7815,Philadelphia City SD,91.15,2.4,84.37,8.26,52.51
1265150017850,Philadelphia Military Acad at Elverson,126515001,7850,Philadelphia City SD,61.02,0,92.97,3.83,40.26
1265150017851,Kensington Intern Business Finance & En,126515001,7851,Philadelphia City SD,38.68,12.57,85.39,14.33,36.68
1265150017852,Kensington Creative & Performing Arts HS,126515001,7852,Philadelphia City SD,29.17,7.04,92.26,13.49,50.99
1265150017855,Kensington Culinary Arts,126515001,7855,Philadelphia City SD,32.5,7.78,88.41,18.41,51.59
1265150017903,School of the Future,126515001,7903,Philadelphia City SD,89.34,2.15,91.86,1.74,46.9
1265150017963,Juniata Park Academy,126515001,7963,Philadelphia City SD,11.52,0,82.98,19.77,48.4
1265150018292,Rhodes E Washington Sch,126515001,8292,Philadelphia City SD,92.44,3.49,86.29,0,49.74
1265150018293,Penn Treaty Sch,126515001,8293,Philadelphia City SD,26.98,6.25,93.71,6.29,38.95
1265150018295,Leeds Morris E MS,126515001,8295,Philadelphia City SD,92.72,0,90.29,1.94,36.89
1265150018296,Roosevelt Theodore MS,126515001,8296,Philadelphia City SD,93.77,0.49,87.37,0.18,49.82
1265150018297,Tilden William T MS,126515001,8297,Philadelphia City SD,85.93,2.87,87.45,12.55,45.02
1265150018328,The Workshop School,126515001,8328,Philadelphia City SD,89.95,0.7,89.45,3.52,39.2
1265150018329,The U School: Innovative Lab,126515001,8329,Philadelphia City SD,85.21,4.08,88.17,2.37,53.85
1265150018331,The Linc,126515001,8331,Philadelphia City SD,51.2,2.56,87.08,17.22,43.06
1265150018332,Building 21,126515001,8332,Philadelphia City SD,63.01,0.73,86.64,8.56,50.34
1265156918252,The Philadelphia CS for Arts and Science,126515691,8252,"Phila Charter School, Arts/Sciences at HR Emunds",61.97,0,83.6,11.87,50.5
1265164578153,Mastery CS-Harrity Campus,126516457,8153,Mastery CS-Harrity Campus,97.9,0,97.2,1.75,46.27
1265172868151,Mastery CS-Smedley Campus,126517286,8151,Mastery CS-Smedley Campus,64.99,0,97.3,5.53,46.98
1265185478150,Young Scholars Frederick Douglass Charte,126518547,8150,Young Scholars Frederick Douglas Charter School,98.06,0,85.77,0,48.51
1265187958288,Mastery CS - Francis D. Pastorius Elemen,126518795,8288,Mastery CS - Francis D. Pastorius Elementary,91.71,0,92.22,0.17,48.22
1265194338152,Mastery Charter School Mann Campus,126519433,8152,Mastery CS-Mann Campus,89.98,0,90.35,1.46,48.82
1265194348195,Universal Audenried Charter School,126519434,8195,Universal Audenried Charter School,92.67,2.43,95.57,2.56,48.38
1265194768206,Birney Preparatory Academy,126519476,8206,Birney Preparatory Academy,92.03,0,100,2.03,50.58
1265196448259,Mastery CS - Cleveland Elementary,126519644,8259,Mastery CS - Cleveland Elementary,92.49,0,98.95,1.05,50.59
1270405030000,Aliquippa SD,127040503,0000,Aliquippa SD,73.8,1.73,97.29,0,49.59
1270405038085,Aliquippa El Sch,127040503,8085,Aliquippa SD,70.2,0,98.62,0,51.61
1270405038086,Aliquippa JSHS,127040503,8086,Aliquippa SD,78.95,1.73,95.39,0,46.71
1270415030642,Central El Sch,127041503,0642,Big Beaver Falls Area SD,28.41,0,81.25,0.19,48.11
1346778668041,Helen Thackston Charter School,134677866,8041,Helen Thackston Charter School,34.21,0.36,100,25.23,47.85
1394814518130,Lehigh Valley Dual Language Charter Scho,139481451,8130,Lehigh Valley Dual Language Charter School,4.81,0,94.74,16.02,60.64
1685137588145,Universal Bluford Charter School,168513758,8145,Universal Bluford Charter School,97.83,0,84.78,0.72,50.72
1725107938124,KIPP West Philadelphia Preparatory Chart,172510793,8124,KIPP West Philadelphia Preparatory Charter School,97.77,0,85.24,0.28,50.42
1753901698125,Lincoln Leadership Academy Charter Schoo,175390169,8125,Lincoln Leadership Academy Charter School,16.37,0,89.69,6.06,48.28
1775187128127,Eastern University Academy Charter Schoo,177518712,8127,Eastern University Academy Charter School,98.21,0.3,83.88,0,60
1855155237981,Boys Latin of Philadelphia CS,185515523,7981,Boys Latin of Philadelphia CS,98.71,0,100,0,0
