cohort2,ZPR_1,FIDEL_mean_mid
0,-.282221793386802,2.72727272727273
0,-.514569534309214,3.81818181818182
1,-.233215289318576,4.54545454545455
0,.427506208799153,4.72727272727273
1,-1.82534650195495,4.72727272727273
1,-3.55815483708665,3.54545454545455
0,.357167647551492,3.63636363636364
0,-.514569534309214,3.36363636363636
1,-.704253160872759,4.72727272727273
1,-.714919189462477,3.90909090909091
1,.88787805176362,5
1,.156817992398231,3
1,-.714919189462477,4.18181818181818
1,-.915268844615738,4.45454545454545
1,-.704253160872759,4.54545454545455
1,-.444230973061555,3.72727272727273
1,1.62427112542387,4.63636363636364
1,-.574242066967157,4.45454545454545
1,.36783367614121,4.90909090909091
1,.557517302704755,4.18181818181818
1,.0268068984926293,4
1,-.644580628214817,4.09090909090909
1,-1.49498575289609,4.18181818181818
1,-.0098613488782088,4.72727272727273
1,1.08822770691688,4.90909090909091
1,-.113870224002691,4
1,1.75961523362433,4.45454545454545
1,-.00686341538419399,5
1,1.00255295547782,4.90909090909091
1,1.41858845597575,5
1,.167484020987948,4.63636363636364
1,-2.09603471835588,4.81818181818182
1,.820537424009975,4.81818181818182
1,.487178741457095,4.90909090909091
1,.216490525056174,4.54545454545455
0,.557517302704755,4.63636363636364
1,1.21823880082248,4.09090909090909
1,-1.04527993852134,4.63636363636364
1,1.01788914566922,4.81818181818182
1,.357167647551492,4
1,.378499704730927,5
1,-1.7550079407073,2.90909090909091
1,1.16623436326024,4.90909090909091
1,-.29288782197652,4.63636363636364
1,.638521892542131,4.63636363636364
0,1.15856626816454,5
0,-.774591722120419,4.54545454545455
0,-.314219879155952,5
0,.497844770046813,5
0,.118477516919722,4.45454545454545
1,1.62960413971872,5
0,1.41858845597575,5
0,1.41858845597575,4.90909090909091
1,.427506208799153,4.63636363636364
1,.81753949051596,3.90909090909091
1,-1.03461390993162,5
1,2.01963742143553,5
1,.216490525056174,4.90909090909091
1,.216490525056174,4.09090909090909
1,.544516193314195,3.45454545454545
1,-.503903505719498,3.18181818181818
0,.357167647551492,4.72727272727273
1,1.36958195190752,5
1,.627855863952415,4.63636363636364
1,-.444230973061555,4.81818181818182
0,1.36958195190752,2.72727272727273
1,1.42925448456546,3.09090909090909
1,-2.16637327960354,4.27272727272727
1,1.08822770691688,4.45454545454545
1,.0161408699029117,4.72727272727273
1,1.68927667237667,5
0,.286829086303834,4.72727272727273
0,.958216613011278,5
0,-.18420878525035,5
1,-.18420878525035,4.18181818181818
1,-.303553850566235,3.54545454545455
1,-.552910009787724,3.54545454545455
1,-1.22429753649517,4.54545454545455
1,.286829086303834,4.63636363636364
1,-2.31771643068857,2.36363636363636
1,-2.63741115115772,4.18181818181818
1,-.704253160872759,4.18181818181818
1,-.173542756660633,4.18181818181818
1,-.761590612729859,4.54545454545455
1,-.103204195412973,4.45454545454545
1,.097145459740288,3.90909090909091
1,-1.23496356508489,3.72727272727273
1,.627855863952415,3.81818181818182
1,-.373892411813895,4.36363636363636
1,.286829086303834,4.72727272727273
1,-.173542756660633,5
0,-.162876728070917,4.72727272727273
1,-.373892411813895,5
1,.438172237388869,4.27272727272727
1,-.444230973061555,4.90909090909091
1,.466509536970833,5
1,.49017667495111,5
1,1.90262743692049,5
0,.828205519105676,5
1,.156817992398231,4.63636363636364
1,-.83959726907322,4.54545454545455
1,.638521892542131,5
1,1.15856626816454,5
0,-2.50740005725212,4.90909090909091
1,-.964275348683964,4.27272727272727
1,-.964275348683964,4.27272727272727
1,-1.31596815492226,3.90909090909091
1,.687528396610357,3.90909090909091
1,-.0848700717275555,4.63636363636364
1,-.314219879155952,2.54545454545455
0,.828205519105676,3.81818181818182
1,1.99363520265441,4.90909090909091
0,-.29288782197652,3.09090909090909
1,.35483256675065,5
1,.461176522675974,4.81818181818182
1,-.904602816026021,4.36363636363636
1,-1.115618499769,5
1,-.201880056242597,4.63636363636364
1,-.623248571035383,4.81818181818182
1,1.81928776628227,5
1,-.0925381668232572,4.81818181818182
1,-.238548303613435,4.09090909090909
1,-2.23437676005035,3.72727272727273
1,-.667584913501923,4.36363636363636
1,.427506208799153,5
1,.568183331294471,4.81818181818182
1,.958216613011278,5
1,.438172237388869,5
1,-1.44597924882786,4.81818181818182
1,-1.36497465899049,4.36363636363636
1,-.373892411813895,4.45454545454545
1,-1.04527993852134,4.18181818181818
1,-.438897958766697,1.63636363636364
1,-.303553850566235,4
1,-.314219879155952,3.72727272727273
1,.635523959048116,4.54545454545455
1,-.974941377273681,3.45454545454545
1,-.774591722120419,4
1,.29749511489355,4.63636363636364
1,-1.84667855913439,3.63636363636364
1,-.10086911461213,4
1,.167484020987948,4.09090909090909
1,.617189835362697,4.45454545454545
1,-.6339145996251,4.54545454545455
0,.557517302704755,4.63636363636364
1,-.753259664940985,3.90909090909091
1,.757866957858017,4.81818181818182
1,.438172237388869,4.45454545454545
1,.81753949051596,4.63636363636364
1,-1.94768950076486,4.90909090909091
1,-.0925381668232572,4.81818181818182
0,1.48892701722341,4.36363636363636
0,.708860453789791,4.09090909090909
1,-.844930283368079,4.63636363636364
1,1.19223658204136,3.27272727272727
1,.776201081543435,5
1,-1.04527993852134,4.45454545454545
1,-1.08661834749386,5
1,.237822582235608,4.09090909090909
1,-1.04527993852134,3.27272727272727
1,.0864794311505715,4.36363636363636
1,-.503903505719498,4.90909090909091
1,.167484020987948,5
1,-.503903505719498,4.63636363636364
1,1.2289048294122,4.72727272727273
1,-2.24737786944091,3.81818181818182
1,.718863629686337,4.90909090909091
0,-1.10495247117928,4.63636363636364
0,.487178741457095,4.27272727272727
0,-.043531662755031,3.81818181818182
0,-1.02394788134191,3.81818181818182
0,.568183331294471,3.90909090909091
0,1.2289048294122,5
0,-.704253160872759,3
1,-.493237477129781,4.81818181818182
0,1.48892701722341,4.36363636363636
0,1.15856626816454,4.63636363636364
0,.617189835362697,4.72727272727273
0,-.384558440403612,4.18181818181818
0,-.173542756660633,2.90909090909091
0,-.763925693530703,3.72727272727273
1,-1.76567396929701,4.63636363636364
1,-1.23496356508489,2.81818181818182
1,-.113870224002691,5
1,-2.5464033854238,4.18181818181818
1,.0374729270823453,3.72727272727273
1,-1.59965748071374,4.09090909090909
1,.097145459740288,3.90909090909091
1,.765535052953719,5
1,-.243881317908293,4.54545454545455
1,.357167647551492,4.81818181818182
1,-1.44597924882786,4.18181818181818
1,.698194425200074,4.90909090909091
1,.698194425200074,4.90909090909091
1,1.16923229675426,4.90909090909091
0,2.01963742143553,5
1,-.844930283368079,5
0,-.0115335769858809,5
0,-.314219879155952,4.90909090909091
0,.557517302704755,5
0,.898544080353336,4.45454545454545
0,.216490525056174,3
0,2.01963742143553,4.72727272727273
0,-.563576038377441,4.90909090909091
0,-.904602816026021,4
1,.81753949051596,3.45454545454545
0,-.893936787436305,3.54545454545455
0,.357167647551492,1.81818181818182
0,-.742593636351269,4.36363636363636
0,-1.35430863040077,5
0,-.152210699481199,5
0,1.36958195190752,5
0,1.16923229675426,5
0,-1.36497465899049,5
0,1.62960413971872,4.72727272727273
0,-.314219879155952,5
