LEAID,district_,latcod,loncod,TotalFreeLunch,NumberStudents,ulocal,coname,countyCode,NumberTeachers,povrate,NumberSchools,pctprofEnglish,povrateW
4200824,CENTRAL VALLEY SD,40.6813,-80.2732,850,2382,21,BEAVER COUNTY,42007,157.5,.358931882056058,4,45.7,.356842989084803
4202010,ABINGTON HEIGHTS SD,41.5255,-75.7099,473,3306,21,LACKAWANNA COUNTY,42069,227.08,.150837108285011,6,54.6,.143073200241984
4202040,ABINGTON SD,40.0993,-75.0911,1529,7639,21,MONTGOMERY COUNTY,42091,544,.213874169216163,9,48.475,.200157088624165
4202100,ALBERT GALLATIN AREA SD,39.8312,-79.7448,2158,3521,23,FAYETTE COUNTY,42051,235.92,.630580349607114,9,41.95,.612894064186311
4202130,ALIQUIPPA SD,40.6086,-80.2783,1053,1170,21,BEAVER COUNTY,42007,85,.89643350792958,2,21.9,.9
4202190,ALLEGHENY VALLEY SD,40.5448,-79.7835,418,983,21,ALLEGHENY COUNTY,42003,63.33,.438939318295454,3,44.5666666666667,.425228891149542
4202280,ALLENTOWN CITY SD,40.5786,-75.462,14364,16826,12,LEHIGH COUNTY,42077,905.94,.845436100566796,21,30.6555555555556,.853678830381552
4202310,ALLEGHENY-CLARION VALLEY SD,41.1444,-79.6752,292,703,43,CLARION COUNTY,42031,40.99,.415866904433817,2,44.2,.415362731152205
4202340,ALTOONA AREA SD,40.4924,-78.411,4846,7778,13,BLAIR COUNTY,42013,479.27,.618437840080768,13,43.7555555555556,.623039341733093
4202400,WISSAHICKON SD,40.1695,-75.2267,825,4437,21,MONTGOMERY COUNTY,42091,327.86,.189154819402758,7,42.52,.185936443542934
4202440,AMBRIDGE AREA SD,40.667,-80.2122,1333,2624,41,BEAVER COUNTY,42007,179,.524591144653306,5,42.1,.508003048780488
4202480,ANTIETAM SD,40.3479,-75.8674,470,1030,21,BERKS COUNTY,42011,82.33,.461024459945334,3,40.5,.456310679611651
4202490,ANNVILLE-CLEONA SD,40.3349,-76.4731,391,1474,23,LEBANON COUNTY,42075,97.5,.272304209992129,4,48.75,.265264586160109
4202550,APOLLO-RIDGE SD,40.6085,-79.4746,620,1283,41,ARMSTRONG COUNTY,42005,86.5,.481044729183271,3,45.6,.483242400623539
4202590,ARMSTRONG SD,40.8823,-79.2394,2353,5361,42,ARMSTRONG COUNTY,42005,392.5,.434435366787493,10,49.4428571428571,.438910650997948
4202670,ATHENS AREA SD,41.9711,-76.527,988,2171,32,BRADFORD COUNTY,42015,150.8,.467768692833952,4,42.4666666666667,.455089820359281
4202700,AUSTIN AREA SD,41.6246,-78.0881,99,214,42,POTTER COUNTY,42105,18.43,.460531004989309,2,48.6,.462616822429907
4202760,AVELLA AREA SD,40.2735,-80.4182,268,573,42,WASHINGTON COUNTY,42125,49,.469623314442056,2,54.5,.467713787085515
4202790,AVON GROVE SD,39.7962,-75.8846,1296,5096,21,CHESTER COUNTY,42029,314.25,.260118928511346,4,46.75,.254317111459969
4202820,AVONWORTH SD,40.5416,-80.095,216,1541,21,ALLEGHENY COUNTY,42003,110.5,.140460343674605,3,49.4,.140168721609345
4202850,PINE-RICHLAND SD,40.6565,-80.0142,335,4612,21,ALLEGHENY COUNTY,42003,303.5,.0695077830403103,6,50.38,.0726366001734605
4202910,BALD EAGLE AREA SD,40.9418,-77.8104,668,1764,41,CENTRE COUNTY,42027,135,.375811054400822,5,44.98,.378684807256236
4202970,BALDWIN-WHITEHALL SD,40.3454,-79.9957,1419,4117,21,ALLEGHENY COUNTY,42003,257.5,.341483017654307,5,50.7666666666667,.344668447898956
4203000,BANGOR AREA SD,40.8447,-75.212,1213,3031,21,NORTHAMPTON COUNTY,42095,213.45,.408149019475503,5,45.5,.400197954470472
4203120,BEAVER AREA SD,40.6968,-80.3194,378,1986,21,BEAVER COUNTY,42007,119.65,.18633220443003,4,47.4,.190332326283988
4203180,BEDFORD AREA SD,40.0157,-78.4987,822,1903,32,BEDFORD COUNTY,42009,125.88,.430975890894484,3,44.15,.431949553336837
4203210,BELLE VERNON AREA SD,40.1788,-79.8168,866,2587,23,WESTMORELAND COUNTY,42129,147,.340908828109728,6,44.9333333333333,.334750676459219
4203240,BELLEFONTE AREA SD,40.8938,-77.8109,790,2719,41,CENTRE COUNTY,42027,202.75,.295254413925948,6,48.58,.290547995586613
4203300,BELLWOOD-ANTIS SD,40.5943,-78.3257,110,1259,23,BLAIR COUNTY,42013,66.66,.0932994062765055,3,46.2,.0873709293089754
4203330,BENSALEM TOWNSHIP SD,40.0801,-74.9475,3023,6291,21,BUCKS COUNTY,42017,0,.499526189618013,9,43.475,.480527738038468
4203360,BENTWORTH SD,40.1246,-80.0205,513,1180,41,WASHINGTON COUNTY,42125,83,.430292953566726,3,46.7,.434745762711864
4203390,BENTON AREA SD,41.1991,-76.3793,258,690,42,COLUMBIA COUNTY,42037,56.1,.371636987770865,2,52.2,.373913043478261
4203420,BERLIN BROTHERSVALLEY SD,39.9218,-78.9463,283,788,42,SOMERSET COUNTY,42111,59.25,.361098457281545,3,41.6,.359137055837563
