LEAID,district_,latcod,loncod,TotalFreeLunch,NumberStudents,ulocal,coname,countyCode,NumberTeachers,povrate,NumberSchools,pctprofEnglish,povrateW
4224570,UPPER SAINT CLAIR SD,40.3497,-80.0624,185,4122,21,ALLEGHENY COUNTY,42003,265,.042128471960919,6,41.84,.0448811256671519
4224630,VALLEY GROVE SD,41.4115,-79.8259,508,919,41,VENANGO COUNTY,42121,76.69,.548323021507522,2,40.6,.552774755168662
4224650,VALLEY VIEW SD,41.4976,-75.5619,855,2548,41,LACKAWANNA COUNTY,42069,166.9,.341088725862009,4,51.55,.335557299843014
4224750,WALLENPAUPACK AREA SD,41.3089,-75.3205,1709,3288,42,WAYNE COUNTY,42127,269.46,.522456815764493,5,45.8,.519768856447689
4224790,WALLINGFORD-SWARTHMORE SD,39.8821,-75.3735,446,3524,21,DELAWARE COUNTY,42045,267.38,.12823525432806,5,41.7,.126560726447219
4224820,WARREN COUNTY SD,41.8506,-79.325,2133,4574,33,WARREN COUNTY,42123,316.4,.473395404532237,13,41.7333333333333,.466331438565807
4224870,WARRIOR RUN SD,41.0978,-76.7717,560,1569,42,NORTHUMBERLAND COUNTY,42097,123,.364580175064351,4,43.5333333333333,.35691523263225
4224960,WARWICK SD,40.1522,-76.2998,1049,4273,21,LANCASTER COUNTY,42071,309.3,.251793685476065,6,46.4,.245494968406272
4224970,WAYNE HIGHLANDS SD,41.5629,-75.2695,1272,2752,41,WAYNE COUNTY,42127,209.9,.464121279794923,6,44.825,.462209302325581
4224990,WASHINGTON SD,40.1742,-80.2534,1062,1519,21,WASHINGTON COUNTY,42125,120,.690314599057491,3,37.25,.699144173798552
4225080,WATTSBURG AREA SD,42.0537,-79.9054,474,1438,41,ERIE COUNTY,42049,99.74,.330324834197272,3,49.4,.329624478442281
4225110,WAYNESBORO AREA SD,39.7561,-77.5901,1910,4413,31,FRANKLIN COUNTY,42055,263.65,.429075592816252,6,48.3,.432812145932472
4225140,WEATHERLY AREA SD,40.938,-75.817,309,649,41,CARBON COUNTY,42025,53.5,.478427482103953,3,56.35,.476117103235747
4225170,WELLSBORO AREA SD,41.7422,-77.2994,577,1519,43,TIOGA COUNTY,42117,111.78,.396763081957237,4,47.8,.379855167873601
4225200,WEST ALLEGHENY SD,40.4489,-80.2397,703,3258,21,ALLEGHENY COUNTY,42003,232,.214959382716637,5,54.725,.215776550030694
4225230,WEST BRANCH AREA SD,40.9792,-78.2027,518,1114,41,CLEARFIELD COUNTY,42033,71.33,.465073102808076,2,41.15,.464991023339318
4225290,WEST CHESTER AREA SD,39.9693,-75.6411,1536,11659,21,CHESTER COUNTY,42029,804.75,.137981961557421,16,44.3153846153846,.13174371729994
4225440,WEST GREENE SD,39.7612,-80.448,359,760,42,GREENE COUNTY,42059,75.4,.502431325373107,4,40.2,.472368421052632
4225590,WEST JEFFERSON HILLS SD,40.3008,-79.9609,418,2822,21,ALLEGHENY COUNTY,42003,189.5,.138594744184048,5,46.15,.148121899362155
4225650,WEST MIDDLESEX AREA SD,41.174,-80.4495,338,1010,21,MERCER COUNTY,42085,76.71,.341150559244302,4,49.7333333333333,.334653465346535
4225680,WEST MIFFLIN AREA SD,40.3625,-79.8631,1490,2974,21,ALLEGHENY COUNTY,42003,192.4,.510073590635796,5,49.4,.501008742434432
4225740,WEST PERRY SD,40.3631,-77.1689,982,2512,42,PERRY COUNTY,42099,174.6,.408846586028009,5,42.95,.390923566878981
4225830,WEST SHORE SD,40.2269,-76.8735,2367,7827,21,CUMBERLAND COUNTY,42041,484.77,.311166968647437,16,47.3,.302414718282867
4225950,WYOMING VALLEY WEST SD,41.2841,-75.876,2881,4780,21,LUZERNE COUNTY,42079,316,.575576210283395,7,39.4833333333333,.602719665271967
4225980,WEST YORK AREA SD,39.9496,-76.7817,1028,2959,22,YORK COUNTY,42133,201.53,.357389826047926,6,47.1666666666667,.347414667117269
4226010,MIFFLINBURG AREA SD,40.9181,-77.0401,786,2074,32,UNION COUNTY,42119,147.5,.382393165749718,4,46.35,.378977820636451
4226040,WESTERN BEAVER COUNTY SD,40.6923,-80.465,288,718,41,BEAVER COUNTY,42007,54.35,.405358842641032,2,51.2,.401114206128134
4226070,WESTERN WAYNE SD,41.5741,-75.4061,1067,2110,41,WAYNE COUNTY,42127,157.9,.510427283218575,4,46.8333333333333,.505687203791469
4226130,WESTMONT HILLTOP SD,40.3014,-78.9476,438,1573,23,CAMBRIA COUNTY,42021,99,.278195662049108,3,47.3,.278448823903369
4226250,WHITEHALL-COPLAY SD,40.6483,-75.5042,1703,4172,21,LEHIGH COUNTY,42077,258.15,.403678936399289,5,49.7,.408197507190796
4226300,WILKES-BARRE AREA SD,41.2316,-75.8946,4797,6884,13,LUZERNE COUNTY,42079,487.17,.709880639378032,9,30.6,.696833236490413
4226370,WILKINSBURG BOROUGH SD,40.4495,-79.8643,920,932,21,ALLEGHENY COUNTY,42003,104,.984148787449344,4,20.9,.987124463519313
4226390,WILLIAM PENN SD,39.9124,-75.2524,4033,5083,21,DELAWARE COUNTY,42045,317.6,.794641193915781,10,30.5333333333333,.793429077316545
4226400,WILLIAMS VALLEY SD,40.5805,-76.5849,509,1006,41,DAUPHIN COUNTY,42043,90.4,.499562894609033,2,48.3,.50596421471173
4226430,WILLIAMSBURG COMMUNITY SD,40.46,-78.2025,279,491,42,BLAIR COUNTY,42013,34.74,.566202819920292,2,48.75,.568228105906314
4226460,WILLIAMSPORT AREA SD,41.2546,-77.0111,3091,5127,13,LYCOMING COUNTY,42081,371.9,.626370730866696,10,38.7571428571429,.602886678369417
4226520,WILMINGTON AREA SD,41.1249,-80.3372,334,1239,31,LAWRENCE COUNTY,42073,98.9,.307193269482419,4,42.9666666666667,.269572235673931
4226550,WILSON AREA SD,40.6739,-75.2416,901,2187,21,NORTHAMPTON COUNTY,42095,157.8,.411611312838642,5,47.1,.411979881115684
4226580,WILSON  SD,40.3333,-76.0058,1592,5866,21,BERKS COUNTY,42011,394.04,.276036370216622,8,47.0714285714286,.271394476645073
4226610,WINDBER AREA SD,40.2305,-78.8228,522,1163,23,SOMERSET COUNTY,42111,75.54,.436662539639773,3,49.9,.44883920894239
4226700,WYALUSING AREA SD,41.6596,-76.2565,492,1343,42,BRADFORD COUNTY,42015,86.09,.360864799460644,2,41.95,.366344005956813
4226730,WYOMING AREA SD,41.3072,-75.8386,907,2374,21,LUZERNE COUNTY,42079,146,.395412354550641,5,46.3,.382055602358888
4226760,WYOMISSING AREA SD,40.3332,-75.9489,538,1895,21,BERKS COUNTY,42011,142.78,.292241262069903,3,40.7333333333333,.283905013192612
4226820,YORK CITY SD,39.9578,-76.7289,3916,5123,13,YORK COUNTY,42133,278,.764713845256107,8,17.9714285714286,.764395861799727
4226850,YORK SUBURBAN SD,39.964,-76.679,762,2833,22,YORK COUNTY,42133,195.9,.279005545792513,6,44.3666666666667,.268972820331804
