NCESSCH,USER_ID,cohort,cohort2,ZPR_1,FIDELmid,EFFmeanMID,EFFmeanFINAL,CoTeachStrat,keep3strat,keep4strat,FidelMax,female,REG_AgeRange,REG_Exper,REG_GPA,pctLunch,Enrollment,MID_Fidel1,MID_Fidel2,MID_Fidel3,MID_Fidel4,MID_Fidel5,MID_Fidel6,MID_Fidel7,MID_Fidel8,MID_Fidel9,MID_Fidel10,MID_Fidel11,MID_Fidel12,MID_Fidel13,MID_Fidel14,MID_Fidel15,MID_Fidel16,MID_Fidel17,MID_Fidel18,MID_Fidel19,MID_Fidel20,MID_Fidel21,MID_Fidel22,MID_Fidel23,MID_Fidel24,MID_Fidel25,MID_Fidel26,MID_Fidel27
421410001752,569,Semester 5,1,-.0352496788986618,4.63636363636364,3.41666666666667,3.75,3,1,0,4.91666666666667,1,2,1,3.37,.234741784037559,426,4,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,3,1
421410000122,371,Semester 3,1,.2758184639527,5,3.5,3.66666666666667,4,1,1,4.75,1,2,1,3.7,.188925081433225,921,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1,3,3
421410000122,373,Semester 3,1,.643070131037187,4.81818181818182,3.66666666666667,3.5,4,1,1,5,1,2,2,3.5,.188925081433225,921,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4
421410000122,442,Semester 4,1,-.476595711860543,4.36363636363636,3.25,3.91666666666667,3,1,0,4.58333333333333,1,2,1,3.32,.188925081433225,921,5,4,4,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
421158007488,400,Semester 4,1,-1.30593983435258,4.36363636363636,2.91666666666667,3.5,4,1,1,5,1,2,3,3.4,99.259,386,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
421158007488,401,Semester 4,1,-.577235855620106,4.45454545454545,3.16666666666667,3.91666666666667,5,1,1,5,1,1,2,3.7,99.259,386,4,4,4,4,4,5,5,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,3
421158007488,492,Semester 5,1,-1.40065242884195,4.18181818181818,2.83333333333333,3.25,3,1,0,4.08333333333333,1,1,1,3.8,99.259,386,3,4,5,3,3,5,5,4,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,5,3,4,4
421158007488,228,Semester 2,1,-1.00376301540651,4,3,2.83333333333333,3,1,0,3.5,1,2,1,3.7,99.259,386,4,4,5,3,3,3,4,3,5,4,3,4,5,5,5,5,5,5,5,4,4,4,3,4,3,3,2
421158007488,230,Semester 2,1,.246180717601742,4.63636363636364,3.5,3.58333333333333,5,1,1,4.75,1,1,2,3.6,99.259,386,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3
421158007488,227,Semester 2,1,-2.25370674841476,3.63636363636364,2.5,2.75,4,1,1,4.75,1,1,1,3.8,99.259,386,4,4,3,2,4,4,5,4,3,4,3,3,3,3,4,2,4,5,5,5,3,4,5,4,3,3,3
421158007488,321,Semester 3,1,-.393610022077862,4,3.25,2.41666666666667,7,1,1,3.33333333333333,1,1,1,3.6,99.259,386,4,4,5,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,4,5,4,5,4,4,4
421158007488,320,Semester 3,1,.323238858114232,4.54545454545455,3.5,3.33333333333333,4,1,1,4.41666666666667,1,1,1,3.86,99.259,386,4,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,4,5,4,4,4,5,5,5,3,3
421158007488,323,Semester 3,1,-.514996588283095,4,3.16666666666667,3.33333333333333,3,1,0,4.41666666666667,1,2,1,3.91,99.259,386,3,3,3,3,3,5,3,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,1,2,2
421158007488,283,Semester 3,1,.216542971250785,4.09090909090909,3.5,3.66666666666667,3,1,0,3.66666666666667,1,1,4,3.5,99.259,386,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,5,5,4,5,4,4,3,2,3
420858004850,Meg,Semester 1 Control,0, ,-9, ,3.91666666666667,0,1,1, , ,-88,-88,-88,.33201581027668,506,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420858001705,Kay,Semester 2 Control,0,.305456210303657,4.63636363636364,3.5,4,0,1,1, ,1,2,1,3.8, ,552,5,4,4,5,-77,-77,4,4,-77,5,5,-77,5,-77,-77,-55,5,-55,-55,-55,-55,-55,-55,5,-55,-55,-55
420768004556,Jen,Semester 1 Control,0,.370531058442071,-9,3.58333333333333,3.91666666666667,0,1,1, ,1,1,2,3.3,.363457760314342,509,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420768004556,Sha,Semester 1 Control,0,.915609203632304,-9,3.75,3.5,0,1,1, ,1,1,-88,3.7,.363457760314342,509,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420759007266,384,Semester 3,1,.518719790196859,4.81818181818182,3.58333333333333,3.75,4,1,1,5,1,2,1,3.8,.199637023593466,551,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,3
420759004801,325,Semester 3,1,-1.18738884894875,4.63636363636364,2.91666666666667,3.58333333333333,3,1,0,5,0,1,1,3.8,.114186851211073,1156,4,4,5,4,5,5,5,5,4,5,5,4,4,4,5,4,5,3,4,5,4,5,5,5,4,4,4
420759004801,326,Semester 3,1,-1.40065242884195,4.45454545454545,2.83333333333333,3.5,3,1,0,4.75,1,1,1,3.8,.114186851211073,1156,4,3,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,5,5,5,5,5,5,1,2,2
420759004801,Jam,Semester 3 Control,0,1.01032179812168,4.09090909090909,3.83333333333333,4,0,1,1,3.83333333333333,1,4,1,3.3,.114186851211073,1156,5,3,1,4,4,5,5,5,4,5,5,5,4,5,5,1,3,5,5,5,5,5,5,5,5,5,5
420759001749,368,Semester 3,1,-.304696783024989,4.36363636363636,3.25,3.66666666666667,5,1,1,4.75,1,2,1,3.9,.205702647657841,491,4,4,4,3,3,4,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,4,5,3,2,2,2
420759000667,365,Semester 3,1,1.12887278352551,4.72727272727273,3.83333333333333,4,5,1,1,5,1,1,3,3.7,.185819070904645,409,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5
420759000667,585,Semester 5,1,-.606873601971064,4.90909090909091,3.16666666666667,3.58333333333333,3,1,0,5,1,1,2,3.6,.185819070904645,409,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1
420711004849,Ste,Semester 2 Control,0, ,-9, ,3.5,0,1,1, , ,-88,-88,-88,.109467455621302,1014,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77, , , , , , , , , , , , 
420711004849,Ali,Semester 4 Control,0,-1.24666434165067,4.63636363636364,2.91666666666667,3.33333333333333,0,1,1,4.66666666666667,1,1,1,3.6,.109467455621302,1014,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,2,4,5,4,4,5,5,5,5,2,5,2
420711001700,Lin,Semester 1 Control,0, ,-9, ,3.25,0,1,1, , ,-88,-88,-88,.137176938369781,503,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420711001699,Car,Semester 3 Control,0,.121830376761413,4.27272727272727,3.41666666666667,3.41666666666667,0,1,1,4.83333333333333,1,1,3,3.9,.154308617234469,499,5,5,5,4,4,5,4,5,4,3,4,4,4,4,5,3,4,4,5,5,3,4,5,4,1,4,2
420711001698,Eli,Semester 1 Control,0,-2.437332581957,-9,2.41666666666667,3.5,0,1,1, ,1,2,1,3.9,.198924731182796,372,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420655006267,Kat,Semester 4 Control,0,-.334334529375947,3.81818181818182,3.25,3.91666666666667,0,1,1,5,1,1,1,3.8,.446982055464927,613,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,4,3,3,2,2
420540006783,Sar,Semester 5 Control,0,-.725424587374893,3.81818181818182,3.16666666666667,3.58333333333333,0,1,1,3.16666666666667,1,1,1,3.2,22.397, ,4,4,4,4,5,5,5,5,5,4,3,4,3,4,4,1,3,4,4,5,3,5,3,3,1,3,2
420540001811,Aly,Semester 5 Control,0,.643070131037187,3.90909090909091,3.66666666666667,4,0,1,1,4.66666666666667,1,2,1,3.5,.561200923787529,433,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,1,2,3
420540001781,Kri,Semester 2 Control,0,1.12887278352551,5,3.83333333333333,3.58333333333333,0,1,1, ,1,1,1,3.7,.322992700729927,548,5,5,5,5,-77,-77,5,5,-77,5,5,-77,5,-77,-77,-55,5,-55,-55,-55,-55,-55,-55,5,-55,-55,-55
420540001780,Ash,Semester 1 Control,0,1.34213636341871,-9,3.91666666666667,4,0,1,1, ,1,2,1,3.7,.586620926243568,583,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420540001778,Emi,Semester 3 Control,0,-.820137181864264,3,3.08333333333333,3,0,1,1,3.75,1,1,2,3.6,.193700787401575,635,4,3,1,2,3,3,3,3,2,5,5,2,1,3,2,5,3,4,4,3,2,3,4,3,3,2,1
420540001778,Sam,Semester 5 Control,0,1.18814827622742,4.36363636363636,3.83333333333333,4,0,1,1,1.41666666666667,1,1,1,3.9,.193700787401575,635,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
420540001745,Vic,Semester 4 Control,0, ,-9, ,3.16666666666667,0,1,1,3.83333333333333, ,-88,-88,-88,.197892271662763,1708, , , , , , , , , , , , , , , , , , , , , , , , , , , 
420531000171,Lau,Semester 4 Control,0, ,-9, ,3.58333333333333,0,1,1,4.83333333333333, ,-88,-88,-88,.0310077519379845,645,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
420519007388,Rob,Semester 4 Control,0,.15146812311237,4.72727272727273,3.41666666666667,3.58333333333333,0,1,1,4.58333333333333,0,4,1,4,.418439716312057,846,5,5,5,4,5,5,5,4,4,5,5,5,4,4,5,4,5,4,5,5,4,5,4,5,3,4,4
420519005007,Jen,Semester 2 Control,0,.791258862791974,-9,3.66666666666667,3,0,1,1, ,1,2,1,4,.414746543778802,868, , , , ,-77,-77, , ,-77, , ,-77, ,-77,-77,-55, ,-55,-55,-55,-55,-55,-55, ,-55,-55,-55
420519001040,Reb,Semester 3 Control,0,-.363972275726904,2.90909090909091,3.25,3.5,0,1,1,4.66666666666667,1,1,1,3.7,.28555738605162,1821,4,3,2,2,2,5,3,2,4,4,3,4,3,3,5,2,3,4,4,5,4,4,4,3,2,3,2
420519001040,Meg,Semester 4 Control,0,-.914849776353636,4.18181818181818,3,3.83333333333333,0,1,1,4.75,1,2,1,4,.28555738605162,1821,4,4,3,3,4,5,5,5,5,4,4,4,4,4,4,2,5,5,5,5,5,5,5,5,3,3,5
420501001694,Jes,Semester 3 Control,0,-.666149094672979,3.72727272727273,3.16666666666667,3.33333333333333,0,1,1,3.08333333333333,1,1,2,3.4,.248816768086545,1479,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4
420501001692,411,Semester 4,1,.186905224899827,3.72727272727273,3.5,4,3,1,0,4.83333333333333,1,1,1,3.4,.324189526184539,401,4,3,2,3,3,5,5,4,4,4,4,4,5,4,5,3,3,4,4,4,4,4,4,4,4,4,4
420501001691,495,Semester 5,1,.0329171377085404,3.90909090909091,3.41666666666667,4,3,1,0,4.83333333333333,1,1,1,3.6,.671469740634006,347,5,5,3,3,5,5,3,5,3,5,5,3,3,3,5,4,3,4,4,3,3,3,3,3,2,3,3
420501001689,319,Semester 3,1,.352876604465189,5,3.5,3.66666666666667,5,1,1,4.75,1,1,1,3.96,.224074074074074,540,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2
420501001686,225,Semester 2,1,-.547598109269149,4.54545454545455,3.16666666666667,3.41666666666667,5,1,1,4.75,1,1,2,3.8,.516129032258065,217,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4
420501001683,329,Semester 3,1,.0921926304104553,4.81818181818182,3.41666666666667,3.33333333333333,6,1,1,4.91666666666667,1,1,1,3.8,.564748201438849,278,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,5,5,4,3,2
420501001683,328,Semester 3,1,.672707877388144,4.90909090909091,3.66666666666667,3.91666666666667,6,1,1,4.75,1,1,1,3.6,.564748201438849,278,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,2,2,3
420501001683,399,Semester 4,1,-1.82717958862836,4.18181818181818,2.66666666666667,3.25,3,1,0,4.83333333333333,1,1,1,3.8,.564748201438849,278,5,3,4,3,4,5,4,5,3,5,5,5,4,4,4,5,4,4,4,5,5,5,5,4,1,4,4
420501001683,398,Semester 4,1,.672707877388144,4.90909090909091,3.66666666666667,3.75,7,1,1,5,1,2,3,3.6,.564748201438849,278,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,4
420486001682,Eli,Semester 1 Control,0,-2.86385974174341,-9,2.25,3.08333333333333,0,1,1, ,0,1,2,3.9,.106435643564356,404,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
420486001682,561,Semester 5,1,1.28286087071679,4.90909090909091,3.91666666666667,4,5,1,1,5,1,2,1,3.5,.106435643564356,404,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
420486000289,Tim,Semester 4 Control,0, ,-9, ,4,0,1,1,3.33333333333333, ,-88,-88,-88,.120141342756184,283, , , , , , , , , , , , , , , , , , , , , , , , , , , 
420423001027,Dia,Semester 4 Control,0,1.64431318236478,5,4,4,0,1,1,5,1,2,2,4,.592660550458716,545,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
420333007030,Tom,Semester 4 Control,0, ,-9, ,3.83333333333333,0,1,1,5, ,-88,-88,-88,.487847222222222,576, , , , , , , , , , , , , , , , , , , , , , , , , , , 
420333006788,Des,Semester 4 Control,0,.678507232824644,5,3.75,3.5,0,1,1,5,1,2,1,2.9,.32027027027027,740,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
420333001008,Dan,Semester 5 Control,0,.305456210303657,5,3.5,4,0,1,1,5,1,1,1,3.8,71.275,632,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,1,1
420333001008,Mar,Semester 5 Control,0,.885971457281346,4.45454545454545,3.75,3.91666666666667,0,1,1,4.5,1,2,2,3.6,71.275,632,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,3
420333001006,Col,Semester 5 Control,0,-.452885514779777,4.90909090909091,3.25,3.58333333333333,0,1,1,5,1,2,2,3.4,.50834879406308,539,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,3,4
420083607370,Gab,Semester 4 Control,0,-1.03340076175747,4,3,3.08333333333333,0,1,1,4,1,2,1,3.6,.210144927536232,138,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
420006100503,Pau,Semester 4 Control,0,.0921926304104553,1.81818181818182,3.41666666666667,4,0,1,1,4.66666666666667,0,2,1,3.8,.307627118644068,1180,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
341287001636,Jac,Semester 3 Control,0,.00907874679408221,4.36363636363636,3.5,3.91666666666667,0,1,1,5,1,3,3,2.8,67.943,215,5,4,5,1,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,1,4
340600001494,Spe,Semester 4 Control,0, ,-9, ,3.66666666666667,0,1,1,3.5, ,-88,-88,-88, ,804, , , , , , , , , , , , , , , , , , , , , , , , , , , 
01191681,Mic,Semester 3 Control,0,.429806551143986,4.90909090909091,3.58333333333333,3.83333333333333,0,1,1,4.25,1,-88,2,3.5, ,445,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,4,5,3,4,4
01191681,Chr,Semester 5 Control,0,1.49612445060999,5,4,4,0,1,1,3.58333333333333,1,4,3,3.5, ,445,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
01185984,Dom,Semester 5 Control,0,1.28286087071679,5,3.91666666666667,4,0,1,1,4.58333333333333,1,2,1,3.5, ,882,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
01184663,Lin,Semester 4 Control,0,1.55539994331191,4.72727272727273,4,3.91666666666667,0,1,1,4.33333333333333,1,4,4,3.7, ,265,5,4,5,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,1,4,2
 ,Kim,Semester 3 Control,0,-.731223942811392,5,3.08333333333333,3.91666666666667,0,1,1,5,1,1,3,3.9, , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
